row_label_raw,row_label_full,col_0,Sản xuất và kinh doanh thiết bị điện,"Sản xuất, kinh doanh năng lượng và nước sạch","Bán và cho thuê bất động sản, hạ tầng khu công nghiệp",Sản xuất và kinh doanh vật liệu xây dựng,Khác,Tổng cộng,numeric__Sản xuất và kinh doanh thiết bị điện,"numeric__Sản xuất, kinh doanh năng lượng và nước sạch","numeric__Bán và cho thuê bất động sản, hạ tầng khu công nghiệp",numeric__Sản xuất và kinh doanh vật liệu xây dựng,numeric__Khác,numeric__Tổng cộng
,,,VND,VND,VND,VND,VND,VND,,,,,,
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,7.319.687.130.547,10.660.154.077.503,11.988.542.774.634,9.787.704.300.889,19.409.760.961,39.775.498.044.534,7319687130547.0,10660154077503.0,11988542774634.0,9787704300889.0,19409760961.0,39775498044534.0
Tài sản không phân bổ,Tài sản không phân bổ,Tài sản không phân bổ,,,,,,15.301.377.599.917,,,,,,15301377599917.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,,,,,,55.076.875.644.451,,,,,,55076875644451.0
Công nợ bộ phận,Công nợ bộ phận,Công nợ bộ phận,9.550.642.022.878,6.759.037.093.492,8.530.376.660.491,5.604.359.142.456,12.264.165.012,30.456.679.084.329,9550642022878.0,6759037093492.0,8530376660491.0,5604359142456.0,12264165012.0,30456679084329.0
Công nợ không phân bổ,Công nợ không phân bổ,Công nợ không phân bổ,,,,,,3.396.438.157.017,,,,,,3396438157017.0
Tổng công nợ,Tổng công nợ,Tổng công nợ,,,,,,33.853.117.241.346,,,,,,33853117241346.0
