row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,30.524.357.681.876,33.853.117.241.346,,300.0,,30524357681876.0,33853117241346.0
I.,I.,I.,Nợ ngắn hạn,310,,16.997.351.937.504,18.590.964.345.781,,310.0,,16997351937504.0,18590964345781.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,20,3.151.508.613.208,2.197.004.693.731,,311.0,20.0,3151508613208.0,2197004693731.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,21,2.212.822.297.841,1.818.573.058.692,,312.0,21.0,2212822297841.0,1818573058692.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,22,660.744.642.058,509.002.851.994,,313.0,22.0,660744642058.0,509002851994.0
4.,4.,4.,Phải trả người lao động,314,,487.323.108.150,444.442.056.601,,314.0,,487323108150.0,444442056601.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,23,1.254.263.133.281,1.150.662.867.940,,315.0,23.0,1254263133281.0,1150662867940.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,24,56.718.828.412,50.924.082.677,,318.0,24.0,56718828412.0,50924082677.0
7.,7.,7.,Phải trả ngắn hạn khác,319,25,555.313.672.524,2.215.569.068.727,,319.0,25.0,555313672524.0,2215569068727.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,26,8.239.063.820.719,9.858.351.291.848,,320.0,26.0,8239063820719.0,9858351291848.0
9.,9.,9.,Dự phòng phải trả ngắn hạn,321,27,111.981.052.448,97.591.276.089,,321.0,27.0,111981052448.0,97591276089.0
10.,10.,10.,"Quỹ khen thưởng, phúc lợi",322,28,267.612.768.863,248.843.097.482,,322.0,28.0,267612768863.0,248843097482.0
II.,II.,II.,Nợ dài hạn,330,,13.527.005.744.372,15.262.152.895.565,,330.0,,13527005744372.0,15262152895565.0
1.,1.,1.,Phải trả người bán dài hạn,331,,-,122.882.473.158,,331.0,,,122882473158.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,21,214.545.803.726,-,,332.0,21.0,214545803726.0,
3.,3.,3.,Chi phí phải trả dài hạn,333,23,251.035.156.891,338.801.485.090,,333.0,23.0,251035156891.0,338801485090.0
4.,4.,4.,Doanh thu chưa thực hiện dài hạn,336,24,3.095.003.971.505,3.099.941.844.662,,336.0,24.0,3095003971505.0,3099941844662.0
5.,5.,5.,Phải trả dài hạn khác,337,25,84.046.142.084,64.024.477.054,,337.0,25.0,84046142084.0,64024477054.0
6.,6.,6.,Vay và nợ thuê tài chính dài hạn,338,26,8.306.581.259.300,10.131.856.110.712,,338.0,26.0,8306581259300.0,10131856110712.0
7.,7.,7.,Thuế thu nhập hoãn lại phải trả,341,29,630.632.267.480,607.841.759.242,,341.0,29.0,630632267480.0,607841759242.0
8.,8.,8.,Dự phòng phải trả dài hạn,342,27,515.637.096.063,489.803.198.540,,342.0,27.0,515637096063.0,489803198540.0
9.,9.,9.,Quỹ phát triển khoa học và công nghệ,343,30,429.524.047.323,407.001.547.107,,343.0,30.0,429524047323.0,407001547107.0
