row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hợp lý,Số cuối năm > VND Dự phòng,Số cuối năm > Giá gốc_1,Số đầu năm > Giá trị hợp lý,Số đầu năm > VND Dự phòng,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số cuối năm > VND Dự phòng,numeric__Số cuối năm > Giá gốc_1,numeric__Số đầu năm > Giá trị hợp lý,numeric__Số đầu năm > VND Dự phòng
Trái phiếu (i),Trái phiếu (i),Trái phiếu (i),400.000.000.000,(i),-,590.000.000.000,(i),-,400000000000.0,,,590000000000.0,,
Cổ phiếu (ii),Cổ phiếu (ii),Cổ phiếu (ii),4.147.632.976.936,4.616.276.180.550,(23.975.524.800),2.195.232.291.770,2.164.983.205.600,(31.239.176.854),4147632976936.0,4616276180550.0,-23975524800.0,2195232291770.0,2164983205600.0,-31239176854.0
- Cổ phiếu Ngân hàng TMCP Xuất nhập khẩu Việt Nam,- Cổ phiếu Ngân hàng TMCP Xuất nhập khẩu Việt Nam,- Cổ phiếu Ngân hàng TMCP Xuất nhập khẩu Việt Nam,3.297.452.415.944,3.607.639.105.800,-,1.605.754.504.220,1.592.432.212.450,(13.322.291.770),3297452415944.0,3607639105800.0,,1605754504220.0,1592432212450.0,-13322291770.0
- Cổ phiếu khác Chứng chỉ tiền gửi,- Cổ phiếu khác Chứng chỉ tiền gửi,- Cổ phiếu khác Chứng chỉ tiền gửi,850.180.560.992,1.008.637.074.750,(23.975.524.800),589.477.787.550,572.550.993.150,(17.916.885.084),850180560992.0,1008637074750.0,-23975524800.0,589477787550.0,572550993150.0,-17916885084.0
- Cổ phiếu khác Chứng chỉ tiền gửi,- Cổ phiếu khác Chứng chỉ tiền gửi,- Cổ phiếu khác Chứng chỉ tiền gửi,,,-,600.000.000.000,(i),-,,,,600000000000.0,,
- Cổ phiếu khác Chứng chỉ tiền gửi,- Cổ phiếu khác Chứng chỉ tiền gửi,- Cổ phiếu khác Chứng chỉ tiền gửi,4.547.632.976.936,,(23.975.524.800),3.385.232.291.770,,(31.239.176.854),4547632976936.0,,-23975524800.0,3385232291770.0,,-31239176854.0
