row_label_raw,row_label_full,col_0,Số phải thu đầu năm,Số phải nộp đầu năm,Giảm do thoái vốn tại công ty con,Số phải nộp trong năm,Số đã thực nộp trong năm,Số phải thu cuối năm,Số phải nộp cuối năm,numeric__Số phải thu đầu năm,numeric__Số phải nộp đầu năm,numeric__Giảm do thoái vốn tại công ty con,numeric__Số phải nộp trong năm,numeric__Số đã thực nộp trong năm,numeric__Số phải thu cuối năm,numeric__Số phải nộp cuối năm
,,,VND,VND,VND,VND,VND,VND,VND,,,,,,,
Thuế Giá trị gia tăng,Thuế Giá trị gia tăng,Thuế Giá trị gia tăng,73.329.727.869,44.299.985.968,(4.102.190.259),1.716.887.888.123,1.662.788.487.842,35.423.854.885,56.391.323.006,73329727869.0,44299985968.0,-4102190259.0,1716887888123.0,1662788487842.0,35423854885.0,56391323006.0
"Thuế Xuất khấu, Nhập khẩu","Thuế Xuất khấu, Nhập khẩu","Thuế Xuất khấu, Nhập khẩu",20.407.096,-,-,4.692.030.893,4.683.336.926,11.713.129,-,20407096.0,,,4692030893.0,4683336926.0,11713129.0,
Thuế Thu nhập doanh nghiệp,Thuế Thu nhập doanh nghiệp,Thuế Thu nhập doanh nghiệp,17.477.755.615,336.993.682.753,(2.123.413.227),965.464.628.626,783.336.432.647,7.053.988.456,506.574.698.346,17477755615.0,336993682753.0,-2123413227.0,965464628626.0,783336432647.0,7053988456.0,506574698346.0
Thuế Thu nhập cá nhân,Thuế Thu nhập cá nhân,Thuế Thu nhập cá nhân,1.842.160.056,12.649.617.020,(149.418.876),111.299.850.870,112.138.140.614,2.435.208.110,12.254.956.454,1842160056.0,12649617020.0,-149418876.0,111299850870.0,112138140614.0,2435208110.0,12254956454.0
Thuế Tài nguyên,Thuế Tài nguyên,Thuế Tài nguyên,21.512.226,3.648.216.579,-,24.757.739.606,25.740.490.453,3.642.339,2.647.595.845,21512226.0,3648216579.0,,24757739606.0,25740490453.0,3642339.0,2647595845.0
"Thuế Nhà đất, tiền thuê đất","Thuế Nhà đất, tiền thuê đất","Thuế Nhà đất, tiền thuê đất",2.528.687.870,31.093.839.742,-,73.524.714.801,78.359.473.976,2.129.084.211,25.859.476.908,2528687870.0,31093839742.0,,73524714801.0,78359473976.0,2129084211.0,25859476908.0
Các loại thuế khác và các khoản phải nộp khác,Các loại thuế khác và các khoản phải nộp khác,Các loại thuế khác và các khoản phải nộp khác,887.206.700,80.317.509.932,-,42.093.211.306,65.394.129.739,887.206.700,57.016.591.499,887206700.0,80317509932.0,,42093211306.0,65394129739.0,887206700.0,57016591499.0
,,,96.107.457.432,509.002.851.994,(6.375.022.362),2.938.720.064.225,2.732.440.492.197,47.944.697.830,660.744.642.058,96107457432.0,509002851994.0,-6375022362.0,2938720064225.0,2732440492197.0,47944697830.0,660744642058.0
