row_label_raw,row_label_full,col_0,Sản xuất và kinh doanh thiết bị điện,"Sản xuất, kinh doanh năng lượng và nước sạch","Bán và cho thuê bất động sản, hạ tăng khu công nghiệp",Sản xuất và kinh doanh vật liệu xây dựng,Khác,Tổng cộng,numeric__Sản xuất và kinh doanh thiết bị điện,"numeric__Sản xuất, kinh doanh năng lượng và nước sạch","numeric__Bán và cho thuê bất động sản, hạ tăng khu công nghiệp",numeric__Sản xuất và kinh doanh vật liệu xây dựng,numeric__Khác,numeric__Tổng cộng
,,,VND,VND,VND,VND,VND,VND,,,,,,
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,15.843.214.941.388,1.655.796.814.623,4.477.712.751.865,7.921.792.064.769,99.319.276.312,29.997.835.848.957,15843214941388.0,1655796814623.0,4477712751865.0,7921792064769.0,99319276312.0,29997835848957.0
Kết quảLợi nhuận thuần trước thuế của bộ phận (Chi phí) không phân bổ,Kết quảLợi nhuận thuần trước thuế của bộ phận (Chi phí) không phân bổ,Kết quảLợi nhuận thuần trước thuế của bộ phận (Chi phí) không phân bổ,1.727.949.695.160,667.246.836.202,2.139.247.927.974,946.176.460.379,28.124.106.332,5.508.745.026.047(4.111.762.039.144),1727949695160.0,667246836202.0,2139247927974.0,946176460379.0,28124106332.0,
Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,,,,,,1.396.982.986.903,,,,,,1396982986903.0
Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,,,,,,533.098.740.511,,,,,,533098740511.0
Lợi nhuận thuần sau thuế,Lợi nhuận thuần sau thuế,Lợi nhuận thuần sau thuế,,,,,,863.884.246.392,,,,,,863884246392.0
