row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > VND > Số có khả năngtrả nợ,Số đầu năm > VND > Giảm do thoái vốntại công ty con,Trong năm > Giảm do thoái vốntại công ty con,Trong năm > Tăng,Trong năm > VND > Giảm,Số cuối năm > VND > Giá trị,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > VND > Số có khả năngtrả nợ,numeric__Số đầu năm > VND > Giảm do thoái vốntại công ty con,numeric__Trong năm > Giảm do thoái vốntại công ty con,numeric__Trong năm > Tăng,numeric__Trong năm > VND > Giảm,numeric__Số cuối năm > VND > Giá trị
Vay và nợ thuê tài chính dài hạn (i),Vay và nợ thuê tài chính dài hạn (i),Vay và nợ thuê tài chính dài hạn (i),8.998.128.015.715,8.998.128.015.715,(2.834.694.872.882),2.372.519.258.155,1.365.811.220.857,7.170.141.180.131,7.170.141.180.131,8998128015715.0,8998128015715.0,-2834694872882.0,2372519258155.0,1365811220857.0,7170141180131.0,7170141180131.0
Trái phiếu phát hành (ii),Trái phiếu phát hành (ii),Trái phiếu phát hành (ii),1.133.728.094.997,1.133.728.094.997,-,2.711.984.172,-,1.136.440.079.169,1.136.440.079.169,1133728094997.0,1133728094997.0,,2711984172.0,,1136440079169.0,1136440079169.0
,,,10.131.856.110.712,10.131.856.110.712,(2.834.694.872.882),2.375.231.242.327,1.365.811.220.857,8.306.581.259.300,8.306.581.259.300,10131856110712.0,10131856110712.0,-2834694872882.0,2375231242327.0,1365811220857.0,8306581259300.0,8306581259300.0
