row_label_raw,row_label_full,Công ty,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Hoạt động kinh doanh có lãi,Hoạt động kinh doanh có lãi,Hoạt động kinh doanh có lãi,7 công ty,6 công ty,,
Hoạt động kinh doanh bị lỗ,Hoạt động kinh doanh bị lỗ,Hoạt động kinh doanh bị lỗ,9 công ty,6 công ty,,
Đang trong giai đoạn đầu tư,Đang trong giai đoạn đầu tư,Đang trong giai đoạn đầu tư,-,1 công ty,,
