row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,30.953.410.567.039,34.777.826.201.312,,200.0,,30953410567039.0,34777826201312.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,1.409.059.267.857,799.021.803.106,,210.0,,1409059267857.0,799021803106.0
1.,1.,1.,Phải thu dài hạn của khách hàng,211,,10.411.001.970,7.167.539.911,,211.0,,10411001970.0,7167539911.0
2.,2.,2.,Phải thu về cho vay dài hạn,215,12,1.105.072.486.247,521.517.021.335,,215.0,12.0,1105072486247.0,521517021335.0
3.,3.,3.,Phải thu dài hạn khác,216,8,293.575.779.640,270.337.241.860,,216.0,8.0,293575779640.0,270337241860.0
II.,II.,II.,Tài sản cố định,220,,13.871.952.908.898,18.799.448.182.048,,220.0,,13871952908898.0,18799448182048.0
1.,1.,1.,Tài sản cố định hữu hình,221,13,12.977.156.707.324,17.863.284.298.192,,221.0,13.0,12977156707324.0,17863284298192.0
,,,- Nguyên giá,222,,24.646.495.917.659,29.446.420.513.737,,222.0,,24646495917659.0,29446420513737.0
,,,- Giá trị hao mòn lũy kế,223,,(11.669.339.210.335),(11.583.136.215.545),,223.0,,-11669339210335.0,-11583136215545.0
2.,2.,2.,Tài sản cố định thuê tài chính,224,14,288.113.524.418,309.052.304.803,,224.0,14.0,288113524418.0,309052304803.0
,,,- Nguyên giá,225,,335.805.927.142,349.480.850.228,,225.0,,335805927142.0,349480850228.0
,,,- Giá trị hao mòn lũy kế,226,,(47.692.402.724),(40.428.545.425),,226.0,,-47692402724.0,-40428545425.0
3.,3.,3.,Tài sản cố định vô hình,227,15,606.682.677.156,627.111.579.053,,227.0,15.0,606682677156.0,627111579053.0
,,,- Nguyên giá,228,,832.837.065.815,814.346.293.597,,228.0,,832837065815.0,814346293597.0
,,,- Giá trị hao mòn lũy kế,229,,(226.154.388.659),(187.234.714.544),,229.0,,-226154388659.0,-187234714544.0
III.,III.,III.,Bất động sản đầu tư,230,16,2.516.202.371.393,2.584.963.507.600,,230.0,16.0,2516202371393.0,2584963507600.0
,,,- Nguyên giá,231,,13.989.083.012.792,12.764.233.514.667,,231.0,,13989083012792.0,12764233514667.0
,,,- Giá trị hao mòn lũy kế,232,,(11.472.880.641.399),(10.179.270.007.067),,232.0,,-11472880641399.0,-10179270007067.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,7.928.773.368.011,7.325.894.924.491,,240.0,,7928773368011.0,7325894924491.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,17,7.928.773.368.011,7.325.894.924.491,,242.0,17.0,7928773368011.0,7325894924491.0
V.,V.,V.,Đầu tư tài chính dài hạn,250,,2.989.757.831.904,2.658.132.470.084,,250.0,,2989757831904.0,2658132470084.0
1.,1.,1.,"Đầu tư vào công ty liên doanh, liên kết",252,18,2.855.791.356.282,2.518.917.170.882,,252.0,18.0,2855791356282.0,2518917170882.0
2.,2.,2.,Đầu tư góp vốn vào đơn vị khác,253,18,133.427.689.404,138.677.689.404,,253.0,18.0,133427689404.0,138677689404.0
3.,3.,3.,Dự phòng đầu tư tài chính dài hạn,254,18,(1.213.513.782),(1.214.690.202),,254.0,18.0,-1213513782.0,-1214690202.0
4.,4.,4.,Đầu tư nằm giữ đến ngày đáo hạn,255,,1.752.300.000,1.752.300.000,,255.0,,1752300000.0,1752300000.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,2.237.664.818.976,2.610.365.313.983,,260.0,,2237664818976.0,2610365313983.0
1.,1.,1.,Chi phí trả trước dài hạn,261,11,1.013.964.689.527,1.211.027.592.631,,261.0,11.0,1013964689527.0,1211027592631.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,29,160.892.490.195,128.285.747.599,,262.0,29.0,160892490195.0,128285747599.0
3.,3.,3.,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,,4.834.503.690,5.311.994.605,,263.0,,4834503690.0,5311994605.0
4.,4.,4.,Lợi thế thương mại,269,19,1.057.973.135.564,1.265.739.979.148,,269.0,19.0,1057973135564.0,1265739979148.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,53.782.318.218.822,55.076.875.644.451,,270.0,,53782318218822.0,55076875644451.0
