row_label_raw,row_label_full,col_0,Thuyết minh,2020 triệu đồng,2019 triệu đồng,numeric__Thuyết minh,numeric__2020 triệu đồng,numeric__2019 triệu đồng
LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Mua sắm tài sản cố định,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua sắm tài sản cố định,Mua sắm tài sản cố định,,(581.124),(521.696),,-581124.0,-521696.0
"Tiền thu từ thanh lý, nhượng bán tài sản cố định","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán tài sản cố định","Tiền thu từ thanh lý, nhượng bán tài sản cố định",,107.932,387.449,,107932.0,387449.0
"Tiền chi cho thanh lý, nhượng bán tài sản cố định","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho thanh lý, nhượng bán tài sản cố định","Tiền chi cho thanh lý, nhượng bán tài sản cố định",,(1.273),(251.423),,-1273.0,-251423.0
"Tiền thu đầu tư, góp vốn vào các đơn vị khác (Thu bán, thanh lý công ty con, góp vốn liên doanh, các khoản đầu tư dài hạn khác)","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu đầu tư, góp vốn vào các đơn vị khác (Thu bán, thanh lý công ty con, góp vốn liên doanh, các khoản đầu tư dài hạn khác)","Tiền thu đầu tư, góp vốn vào các đơn vị khác (Thu bán, thanh lý công ty con, góp vốn liên doanh, các khoản đầu tư dài hạn khác)",,200.000,854.905,,200000.0,854905.0
"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,531.947,588.456,,531947.0,588456.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,,257.482,1.057.691,,257482.0,1057691.0
LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
Cổ tức trả cho cổ đông,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Cổ tức trả cho cổ đông,Cổ tức trả cho cổ đông,25.1,(1.861.702),-,251.0,-1861702.0,
Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính,Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính,,(1.861.702),-,,-1861702.0,
Lưu chuyển tiền thuần trong năm,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,,5.367.285,(783.226),,5367285.0,-783226.0
Tiền và các khoản tương đương tiền đầu năm,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,,155.646.935,156.431.277,,155646935.0,156431277.0
Điều chỉnh ảnh hưởng của thay đổi tỷ giá,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Điều chỉnh ảnh hưởng của thay đổi tỷ giá,Điều chỉnh ảnh hưởng của thay đổi tỷ giá,,,(1.116),,,-1116.0
Tiền và các khoản tương đương tiền cuối năm,LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm,Tiền và các khoản tương đương tiền cuối năm,35,161.014.220,155.646.935,35.0,161014220.0,155646935.0
