row_label_raw,row_label_full,col_0,Kỳ phiếu triệu đồng,Trái phiếu vô danh triệu đồng,Trái phiếu ghi số triệu đồng,Chứng chỉ tiền gửi triệu đồng,Tổng triệu đồng,numeric__Kỳ phiếu triệu đồng,numeric__Trái phiếu vô danh triệu đồng,numeric__Trái phiếu ghi số triệu đồng,numeric__Chứng chỉ tiền gửi triệu đồng,numeric__Tổng triệu đồng
Dưới 12 tháng,Dưới 12 tháng,Dưới 12 tháng,197,-,-,-,197,197.0,,,,197.0
- Bằng VND,- Bằng VND,- Bằng VND,197,-,-,-,197,197.0,,,,197.0
Từ 12 tháng đến dưới 6 năm,Từ 12 tháng đến dưới 6 năm,Từ 12 tháng đến dưới 6 năm,,166,-,25.000.887,25.001.053,,166.0,,25000887.0,25001053.0
- Bằng VND,- Bằng VND,- Bằng VND,-,166,-,25.000.014,25.000.180,,166.0,,25000014.0,25000180.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,-,-,-,873,873,,,,873.0,873.0
Từ 5 năm trở lên,Từ 5 năm trở lên,Từ 5 năm trở lên,-,-,34.874.320,-,34.874.320,,,34874320.0,,34874320.0
- Bằng VND,- Bằng VND,- Bằng VND,-,-,34.874.320,-,34.874.320,,,34874320.0,,34874320.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,-,-,-,-,-,,,,,
Số dư cuối năm,- Bằng ngoại tệ > Số dư cuối năm,Số dư cuối năm,197,166,34.874.320,25.000.887,59.875.570,197.0,166.0,34874320.0,25000887.0,59875570.0
