row_label_raw,row_label_full,col_0,Số dưđầu nămtriệu đồng,Phát sinh trong năm > Số phải nộptriệu đồng,Phát sinh trong năm > Số đã nộptriệu đồng,Số dưcuối nămtriệu đồng,numeric__Số dưđầu nămtriệu đồng,numeric__Phát sinh trong năm > Số phải nộptriệu đồng,numeric__Phát sinh trong năm > Số đã nộptriệu đồng,numeric__Số dưcuối nămtriệu đồng
Thuế GTG1,Thuế GTG1,Thuế GTG1,12.987,472.848,475.122,10.713,12987.0,472848.0,475122.0,10713.0
Thuế INDN,Thuế INDN,Thuế INDN,608.984,3.192.911,2.538.581,1.263.314,608984.0,3192911.0,2538581.0,1263314.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,124.865,706.792,663.091,168.566,124865.0,706792.0,663091.0,168566.0
,,,746.836,4.372.551,3.676.794,1.442.593,746836.0,4372551.0,3676794.0,1442593.0
