row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2020triệu đồng,Ngày 31 tháng 12năm 2019triệu đồng,numeric__Ngày 31 tháng 12năm 2020triệu đồng,numeric__Ngày 31 tháng 12năm 2019triệu đồng
"Các khoản thu, chỉ hộ các tổ chức khác","Các khoản thu, chỉ hộ các tổ chức khác","Các khoản thu, chỉ hộ các tổ chức khác",1.491.579,1.491.175,1491579.0,1491175.0
Tiền giữ hộ và đợi thanh toán,Tiền giữ hộ và đợi thanh toán,Tiền giữ hộ và đợi thanh toán,79.199,150.501,79199.0,150501.0
Thuế thu nhập doanh nghiệp phải trả (Ithuyết minh số 24),Thuế thu nhập doanh nghiệp phải trả (Ithuyết minh số 24),Thuế thu nhập doanh nghiệp phải trả (Ithuyết minh số 24),1.263.314,608.984,1263314.0,608984.0
Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,981.166,1.014.971,981166.0,1014971.0
Thuế và phí phải trả,Thuế và phí phải trả,Thuế và phí phải trả,179.278,170.111,179278.0,170111.0
Phải trả NHNN do thu hồi nợ đã xóa,Phải trả NHNN do thu hồi nợ đã xóa,Phải trả NHNN do thu hồi nợ đã xóa,95.009,92.380,95009.0,92380.0
Các khoản phải trả liên quan đến hoạt động tài trợ thương mại,Các khoản phải trả liên quan đến hoạt động tài trợ thương mại,Các khoản phải trả liên quan đến hoạt động tài trợ thương mại,8.904,6.008,8904.0,6008.0
Chuyển tiền phải trả,Chuyển tiền phải trả,Chuyển tiền phải trả,82.204,117.675,82204.0,117675.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,273.470,490.905,273470.0,490905.0
,,,4.454.123,4.142.710,4454123.0,4142710.0
