row_label_raw,row_label_full,Bên liên quan > Ngân hàng Nhà nước Việt Nam,Quan hệ > Chủ sở hữu và Cơ quan quản lý lực tiếp,Các giao dịch > Tăng tiền gửi tại NHNN > Giảm tiền vay NHNN,2020 triệu đồng > 32.760.471 > (646.960),2019 triệu đồng > 1 688 714 > (777.783),numeric__Quan hệ > Chủ sở hữu và Cơ quan quản lý lực tiếp,numeric__Các giao dịch > Tăng tiền gửi tại NHNN > Giảm tiền vay NHNN,numeric__2020 triệu đồng > 32.760.471 > (646.960),numeric__2019 triệu đồng > 1 688 714 > (777.783)
Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,(Giảm)/tăng tiền gửi của Ngân hàng,(3.472.280),3.177.313,,,-3472280.0,3177313.0
Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Giảm tiền vay Ngân hàng,(60.000),(12.000),,,-60000.0,-12000.0
Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,(Giảm)/tăng lãi dự thu (Giảm)/tăng tiền gửi tại Ngân hàng,(3.834),2.660,,,-3834.0,2660.0
Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Tăng lãi dự trả,(2.715.829),3.616.524,,,-2715829.0,3616524.0
Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Doanh thu lãi tiền vay,1.513,1.055,,,1513.0,1055.0
Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Doanh thu lãi tiền gửi,30.437,49.353,,,30437.0,49353.0
Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Chi phí lãi tiền gửi,62.298,75.102,,,62298.0,75102.0
Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,,(62.530),(31.037),,,-62530.0,-31037.0
