row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2020triệu đồng,Ngày 31 tháng 12năm 2019triệu đồng,numeric__Ngày 31 tháng 12năm 2020triệu đồng,numeric__Ngày 31 tháng 12năm 2019triệu đồng
"Tiền, vàng gửi không kỳ hạn","Tiền, vàng gửi không kỳ hạn","Tiền, vàng gửi không kỳ hạn",186.116.110,145.290.265,186116110.0,145290265.0
- Tiền gửi không kỳ hạn bằng VND,- Tiền gửi không kỳ hạn bằng VND,- Tiền gửi không kỳ hạn bằng VND,154.156.455,120.575.191,154156455.0,120575191.0
- Tiền gửi không kỳ hạn bằng ngoại tệ,- Tiền gửi không kỳ hạn bằng ngoại tệ,- Tiền gửi không kỳ hạn bằng ngoại tệ,31.959.655,24.715.074,31959655.0,24715074.0
"Tiền, vàng gửi có kỳ hạn","Tiền, vàng gửi có kỳ hạn","Tiền, vàng gửi có kỳ hạn",794.345.685,739.159.479,794345685.0,739159479.0
- Tiền gửi có kỳ hạn bằng VND,- Tiền gửi có kỳ hạn bằng VND,- Tiền gửi có kỳ hạn bằng VND,765.683.176,712.430.618,765683176.0,712430618.0
- Tiền gửi có kỳ hạn bằng ngoại tệ,- Tiền gửi có kỳ hạn bằng ngoại tệ,- Tiền gửi có kỳ hạn bằng ngoại tệ,28 662 509,26 728 861,,
Tiền gửi vốn chuyên dùng,- Tiền gửi có kỳ hạn bằng ngoại tệ > Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,2.891.119,2.346.604,2891119.0,2346604.0
- Tiền gửi vốn chuyên dùng bằng VND,- Tiền gửi có kỳ hạn bằng ngoại tệ > - Tiền gửi vốn chuyên dùng bằng VND,- Tiền gửi vốn chuyên dùng bằng VND,2.210.328,1.517.085,2210328.0,1517085.0
- Tiền gửi vốn chuyên dùng bằng ngoại tệ,- Tiền gửi có kỳ hạn bằng ngoại tệ > - Tiền gửi vốn chuyên dùng bằng ngoại tệ,- Tiền gửi vốn chuyên dùng bằng ngoại tệ,680.791,829.519,680791.0,829519.0
Tiền gửi ký quỹ,- Tiền gửi có kỳ hạn bằng ngoại tệ > Tiền gửi ký quỹ,Tiền gửi ký quỹ,4.717.242,2.996.366,4717242.0,2996366.0
- Tiền gửi ký quỹ bằng VND,- Tiền gửi có kỳ hạn bằng ngoại tệ > - Tiền gửi ký quỹ bằng VND,- Tiền gửi ký quỹ bằng VND,4.183.194,2.693.387,4183194.0,2693387.0
- Tiền gửi ký quỹ bằng ngoại tệ,- Tiền gửi có kỳ hạn bằng ngoại tệ > - Tiền gửi ký quỹ bằng ngoại tệ,- Tiền gửi ký quỹ bằng ngoại tệ,534.048,302.979,534048.0,302979.0
,,,988.070.156,889.792.714,988070156.0,889792714.0
