row_label_raw,row_label_full,EUR được quy đổi triệu đồng,USD được quy đổi triệu đồng,Các Icại ngoại tệ khác quy đổi triệu đồng,Tổng công triệu đồng,numeric__USD được quy đổi triệu đồng,numeric__Các Icại ngoại tệ khác quy đổi triệu đồng,numeric__Tổng công triệu đồng
185.417,185.417,185.417,647.536,24.582,857.535,647536.0,24582.0,857535.0
-,-,-,2.480.820,-,2.480.820,2480820.0,,2480820.0
912.339,912.339,912.339,17.052.914,15.073.908,33.039.161,17052914.0,15073908.0,33039161.0
5.018.334,5.018.334,5.018.334,72.205.276,-,77.223.610,72205276.0,,77223610.0
42.363,42.363,42.363,-,-,42.363,,,42363.0
1.634.497,1.634.497,1.634.497,10.983.959,16.717,12.635.173,10983959.0,16717.0,12635173.0
7.792.950,7.792.950,7.792.950,103.370.505,15.115.207,126.278.662,103370505.0,15115207.0,126278662.0
196.019,196.019,196.019,36.407.438,14.715,36.618.172,36407438.0,14715.0,36618172.0
2.526.513,2.526.513,2.526.513,59.118.175,192.315,61.837.003,59118175.0,192315.0,61837003.0
2.336.734,2.336.734,2.336.734,18.454.205,14.393.392,35.184.331,18454205.0,14393392.0,35184331.0
177.593,177.593,177.593,1.900.244,9.984,2.087.821,1900244.0,9984.0,2087821.0
-,-,-,873,-,873,873.0,,873.0
2.471.613,2.471.613,2.471.613,1.140.744,-,3.612.357,1140744.0,,3612357.0
7.708.472,7.708.472,7.708.472,117.021.679,14.610.406,139.340.557,117021679.0,14610406.0,139340557.0
84.478,84.478,84.478,(13.651.174),504.801,(13.061.895),-13651174.0,504801.0,-13061895.0
-,-,-,-,-,-,,,
84.478,- > 84.478,84.478,(13.651.174),504.801,(13.061.895),-13651174.0,504801.0,-13061895.0
