row_label_raw,row_label_full,col_0,Ngay 31 tháng 12năm 2020triệu đồng,Ngay 31 tháng 12năm 2019triệu đồng,numeric__Ngay 31 tháng 12năm 2020triệu đồng,numeric__Ngay 31 tháng 12năm 2019triệu đồng
Giấy tờ có giá bằng VND,Giấy tờ có giá bằng VND,Giấy tờ có giá bằng VND,59.874.697,56.965.477,59874697.0,56965477.0
Mệnh giá,Mệnh giá,Mệnh giá,59.874.697,56.965.477,59874697.0,56965477.0
Giấy tờ có giá bằng ngoại tệ,Giấy tờ có giá bằng ngoại tệ,Giấy tờ có giá bằng ngoại tệ,873,876,873.0,876.0
Mệnh giá,Mệnh giá,Mệnh giá,873,876,873.0,876.0
,,,59.875.570,56.966.353,59875570.0,56966353.0
