row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2020triệu đồng,Ngày 31 tháng 12năm 2019triệu đồng,numeric__Ngày 31 tháng 12năm 2020triệu đồng,numeric__Ngày 31 tháng 12năm 2019triệu đồng
Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,,
Tiền gửi không kỳ hạn,Tiền gửi tại các TCTD khác > Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,38.207.609,60.000.469,38207609.0,60000469.0
- Bằng VND,Tiền gửi tại các TCTD khác > - Bằng VND,- Bằng VND,17.795.166,54.724.431,17795166.0,54724431.0
- Bằng ngoại tệ,Tiền gửi tại các TCTD khác > - Bằng ngoại tệ,- Bằng ngoại tệ,20.412.443,5.276.038,20412443.0,5276038.0
Tiền gửi có kỳ hạn,Tiền gửi tại các TCTD khác > Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,55.443.520,62.643.785,55443520.0,62643785.0
- Bằng VND,Tiền gửi tại các TCTD khác > - Bằng VND,- Bằng VND,45.900.000,34.665.000,45900000.0,34665000.0
- Bằng ngoại tệ,Tiền gửi tại các TCTD khác > - Bằng ngoại tệ,- Bằng ngoại tệ,9.543.520,27.978.785,9543520.0,27978785.0
,,,93.651.129,122.644.254,93651129.0,122644254.0
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,,
Bằng VND,Cho vay các TCTD khác > Bằng VND,Bằng VND,5.978.577,6.564.080,5978577.0,6564080.0
Bằng ngoại tệ,Cho vay các TCTD khác > Bằng ngoại tệ,Bằng ngoại tệ,3.083.198,499.680,3083198.0,499680.0
,,,9.061.775,7.063.760,9061775.0,7063760.0
,,,102.712.904,129.708.014,102712904.0,129708014.0
