row_label_raw,row_label_full,col_0,Thuyết minh,2020 triệu đồng,2019 triệu đồng,numeric__Thuyết minh,numeric__2020 triệu đồng,numeric__2019 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,26,82.736.084,81.797.224,26.0,82736084.0,81797224.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,27,(47.884.342),(49.149.250),27.0,-47884342.0,-49149250.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,34.851.742,32.647.974,,34851742.0,32647974.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,5.996.070,5.735.987,,5996070.0,5735987.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(2.233.896),(2.362.494),,-2233896.0,-2362494.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,28,3.762.174,3.373.493,28.0,3762174.0,3373493.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,29,1.887.329,1.518.840,29.0,1887329.0,1518840.0
Lãi thuần từ mua bán chứng khoán kinh doanh,Lãi thuần từ mua bán chứng khoán kinh doanh,Lãi thuần từ mua bán chứng khoán kinh doanh,30,459.581,431.979,30.0,459581.0,431979.0
Lãi/(lỗ) thuần từ mua bán chứng khoán đầu tư,Lãi/(lỗ) thuần từ mua bán chứng khoán đầu tư,Lãi/(lỗ) thuần từ mua bán chứng khoán đầu tư,31,364.395,(790.867),31.0,364395.0,-790867.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,2.482.759,1.997.334,,2482759.0,1997334.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,,(737.045),(801.557),,-737045.0,-801557.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,32,1.745.714,1.195.777,32.0,1745714.0,1195777.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",33,531.947,745.368,33.0,531947.0,745368.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,34,(15.128.069),(14.733.282),34.0,-15128069.0,-14733282.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,28.474.813,24.389.282,,28474813.0,24389282.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,,(12.026.232),(12.928.207),,-12026232.0,-12928207.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,16.448.581,11.461.075,,16448581.0,11461075.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,24.1,(3.192.734),(2.177.778),241.0,-3192734.0,-2177778.0
Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,,(3.192.734),(2.177.778),,-3192734.0,-2177778.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,13.255.847,9.283.297,,13255847.0,9283297.0
