row_label_raw,row_label_full,col_0,2020triệu đồng,2019triệu đồng,numeric__2020triệu đồng,numeric__2019triệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,5.996.070,5.735.987,5996070.0,5735987.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,3.416.062,3.240.862,3416062.0,3240862.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,137.261,78.693,137261.0,78693.0
Thu từ dịch vụ đại lý nhận ủy thác,Thu từ dịch vụ đại lý nhận ủy thác,Thu từ dịch vụ đại lý nhận ủy thác,187.431,136.012,187431.0,136012.0
Thu dịch vụ khác,Thu dịch vụ khác,Thu dịch vụ khác,2.255.316,2.280.420,2255316.0,2280420.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(2.233.896),(2.362.494),-2233896.0,-2362494.0
Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,(1.707.243),(1.816.121),-1707243.0,-1816121.0
Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,(12.991),(12.935),-12991.0,-12935.0
Chi về nghiệp vụ ủy thác và đại lý,Chi về nghiệp vụ ủy thác và đại lý,Chi về nghiệp vụ ủy thác và đại lý,(6.560),(13.172),-6560.0,-13172.0
Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,(331.514),(300.231),-331514.0,-300231.0
Chi dịch vụ khác,Chi dịch vụ khác,Chi dịch vụ khác,(1/5.588),(220.035),,-220035.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,3.762.174,3.373.493,3762174.0,3373493.0
