row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2020triệu đồng,Ngày 31 tháng 12năm 2019triệu đồng,numeric__Ngày 31 tháng 12năm 2020triệu đồng,numeric__Ngày 31 tháng 12năm 2019triệu đồng
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,110.680.857,95.479.341,110680857.0,95479341.0
Trái phiếu Chính phủ,Trái phiếu Chính phủ,Trái phiếu Chính phủ,57.375.000,44.898.960,57375000.0,44898960.0
Trái phiếu do các TCTD trong nước phát hành,Trái phiếu do các TCTD trong nước phát hành,Trái phiếu do các TCTD trong nước phát hành,42.661.173,34.583.205,42661173.0,34583205.0
Trái phiếu do các TCKT trong nước phát hành,Trái phiếu do các TCKT trong nước phát hành,Trái phiếu do các TCKT trong nước phát hành,10.644.016,15.997.176,10644016.0,15997176.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,376.615,376.615,376615.0,376615.0
Chứng khoán vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán vốn do các tổ chức kinh tế trong nước phát hành,376.615,376.615,376615.0,376615.0
Dự phòng rủi ro chứng khoán sẵn sàng để bán Trong đó:,Dự phòng rủi ro chứng khoán sẵn sàng để bán Trong đó:,Dự phòng rủi ro chứng khoán sẵn sàng để bán Trong đó:,(339.665),(1.285.284),-339665.0,-1285284.0
Dự phòng giảm giá,Dự phòng giảm giá,Dự phòng giảm giá,(50.918),(168.306),-50918.0,-168306.0
Dự phòng chung,Dự phòng chung,Dự phòng chung,(288.747),(286.128),-288747.0,-286128.0
Dự phòng cụ thể,Dự phòng cụ thể,Dự phòng cụ thể,-,(830.850),,-830850.0
,,,110.717.807,94.570.672,110717807.0,94570672.0
