row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Trích trước chỉ phí phát triển bất động sản Dự án,Ngắn hạn > Trích trước chỉ phí phát triển bất động sản Dự án,Trích trước chỉ phí phát triển bất động sản Dự án,111.532.000.434,115.182.880.706,111532000434.0,115182880706.0
Terra An Hưng,Terra An Hưng,Terra An Hưng,,,,
Trích trước chỉ phí phát triển bất động sản Dự án,Terra An Hưng > Trích trước chỉ phí phát triển bất động sản Dự án,Trích trước chỉ phí phát triển bất động sản Dự án,99.950.641.403,99.950.641.403,99950641403.0,99950641403.0
Khu đô thị mới Văn Phú,Terra An Hưng > Khu đô thị mới Văn Phú,Khu đô thị mới Văn Phú,58.715.361.421,38.537.107.063,58715361421.0,38537107063.0
Chi phí lãi vay phải trả,Terra An Hưng > Chi phí lãi vay phải trả,Chi phí lãi vay phải trả,9.624.807.505,22.369.273.690,9624807505.0,22369273690.0
Chi phí phải trả khác,Chi phí phải trả khác,Chi phí phải trả khác,,,,
TỔNG CỘNG,Chi phí phải trả khác > TỔNG CỘNG,TỔNG CỘNG,279.822.810.763,276.039.902.862,279822810763.0,276039902862.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Chi phí phải trả ngắn hạn cho bên liên quan(Thuyết minh số 30),Trong đó: > - Chi phí phải trả ngắn hạn cho bên liên quan(Thuyết minh số 30),- Chi phí phải trả ngắn hạn cho bên liên quan(Thuyết minh số 30),1.979.679.452,154.383.562,1979679452.0,154383562.0
- Chi phí phải trả ngắn hạn cho bên khác,Trong đó: > - Chi phí phải trả ngắn hạn cho bên khác,- Chi phí phải trả ngắn hạn cho bên khác,277.843.131.311,275.885.519.300,277843131311.0,275885519300.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí lãi vay phải trả,Dài hạn > Chi phí lãi vay phải trả,Chi phí lãi vay phải trả,45.332.299.928,-,45332299928.0,
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,45.332.299.928,-,45332299928.0,
