row_label_raw,row_label_full,STT,Tên Công ty,Tỷ lệ lợi ích (%),Tỷ lệ biểu quyết (%),Trụ sở chính,Hoạt động chính,numeric__Tên Công ty,numeric__Tỷ lệ lợi ích (%),numeric__Tỷ lệ biểu quyết (%),numeric__Trụ sở chính,numeric__Hoạt động chính
1,1,1,Công ty TNHH MTV Đầu tư Văn Phú - Giăng Võ,100%,100%,"Số 104 Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Thành phố Hà Nội",Kinh doanh bất động sản,,1.0,1.0,,
2,2,2,Công ty Cổ phần Đầu tư Grand Home (trước đây là “Công ty Cổ phần Đầu tư Văn Phú số 1”),62%,62%,"Số 104 Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Thành phố Hà Nội","Kinh doanh bất động sản, xây lắp",,0.62,0.62,,
3,3,3,Công ty Cổ phần Đầu tư Bất động sản Tân Trí (trước đây là “Công ty Cổ phần Đầu tư Văn Phú số 2”),"82,71%","82,71%","Số 104 Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Thành phố Hà Nội",Kinh doanh bất động sản,,0.8271,0.8271,,
4,4,4,Công ty Cổ phần Văn Phú Bắc Ái,60%,60%,"Số 129 Đình Tiên Hoàng, Phường 3, Quận Bình Thạnh, Thành phố Hồ Chí Minh",Kinh doanh bất động sản,,0.6,0.6,,
5,5,5,Công ty Cổ phần Văn Phú B&C (**),"62,64%",70%,"Số 104 Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Thành phố Hà Nội","Tư vấn, môi giới, đầu giá bất động sản",,0.6264,0.7,,
6,6,6,Công ty TNHH Văn Phú Resort – Lộc Bình,100%,100%,"Đường số 7, Khu đồ thị mới An Cựu, Phường An Đông, Thành phố Huế, Tĩnh Thừa Thiên Huế",Kinh doanh bất động sản,,1.0,1.0,,
7,7,7,Công ty Cổ phần Union Success Việt Nam (*),"82,89%",95%,"Số 119 Phố Mới, xã Tân Dương, Huyện Thủy Nguyên, Thành phố Hải Phòng",Kinh doanh bất động sản,,0.8289,0.95,,
8,8,8,Công ty TNHH MTV Đầu tư Hùng Sơn,100%,100%,"Thôn 3, Xã Quảng Hùng, Thành phố Sầm Sơn, Tỉnh Thanh Hoá",Kinh doanh bất động sản,,1.0,1.0,,
9,9,9,Công ty Cổ phần Đầu tư và Quản lý khách sạn Văn Phú (**),100%,100%,"Số 104 Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Thành phố Hà Nội",Dịch vụ lưu trú,,1.0,1.0,,
