row_label_raw,row_label_full,col_0,Don vị tính: VND,Don vị tính: VND_1,numeric__Don vị tính: VND,numeric__Don vị tính: VND_1
,,,Năm nay,Năm trước,,
"Chi phí xây dựng, phát triển bất động sản","Chi phí xây dựng, phát triển bất động sản","Chi phí xây dựng, phát triển bất động sản",858.080.949.122,375.935.296.132,858080949122.0,375935296132.0
Chi phí nhân công,Chi phí nhân công,Chi phí nhân công,82.765.595.651,28.449.164.678,82765595651.0,28449164678.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,36.340.506.758,19.304.061.655,36340506758.0,19304061655.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,252.325.069.030,179.990.495.936,252325069030.0,179990495936.0
Chi phí khác,Chi phí khác,Chi phí khác,55.847.683.721,94.365.937.876,55847683721.0,94365937876.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.285.359.804.282,698.044.956.277,1285359804282.0,698044956277.0
