row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Kinh phí bảo trì khối sàn thương mại dịch vụ và căn hộ cao tầng các dự án,Ngắn hạn > Kinh phí bảo trì khối sàn thương mại dịch vụ và căn hộ cao tầng các dự án,Kinh phí bảo trì khối sàn thương mại dịch vụ và căn hộ cao tầng các dự án,74.237.636.534,69.001.545.196,74237636534.0,69001545196.0
Phải trả phí mua lại trái phiếu trước hạn,Ngắn hạn > Phải trả phí mua lại trái phiếu trước hạn,Phải trả phí mua lại trái phiếu trước hạn,-,5.400.000.000,,5400000000.0
Nhận đặt cọc hoàn thiện nhà tại các dự án,Ngắn hạn > Nhận đặt cọc hoàn thiện nhà tại các dự án,Nhận đặt cọc hoàn thiện nhà tại các dự án,4.828.320.000,20.550.400.000,4828320000.0,20550400000.0
"Nhận ký quỹ, ký cược","Ngắn hạn > Nhận ký quỹ, ký cược","Nhận ký quỹ, ký cược",4.699.022.023,9.977.261.927,4699022023.0,9977261927.0
"Các khoản phải trả, phải nộp khác","Ngắn hạn > Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",13.681.665.785,9.886.528.865,13681665785.0,9886528865.0
Phải trả ngắn hạn khác cho các bên liên quan (Thuyết minh số 30),Ngắn hạn > Phải trả ngắn hạn khác cho các bên liên quan (Thuyết minh số 30),Phải trả ngắn hạn khác cho các bên liên quan (Thuyết minh số 30),8.678.300.021,8.651.300.021,8678300021.0,8651300021.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,106.124.944.363,123.467.036.009,106124944363.0,123467036009.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Nhận đặt cọc hợp tác đầu tư Dự án Khu đỏ thị mới Cồn Khương (i),Dài hạn > Nhận đặt cọc hợp tác đầu tư Dự án Khu đỏ thị mới Cồn Khương (i),Nhận đặt cọc hợp tác đầu tư Dự án Khu đỏ thị mới Cồn Khương (i),384.000.000.000,625.000.000.000,384000000000.0,625000000000.0
Nhận góp vốn hợp tác đầu tư (ii),Dài hạn > Nhận góp vốn hợp tác đầu tư (ii),Nhận góp vốn hợp tác đầu tư (ii),311.713.392.938,129.531.937.398,311713392938.0,129531937398.0
"Nhận ký quỹ, ký cược","Dài hạn > Nhận ký quỹ, ký cược","Nhận ký quỹ, ký cược",10.015.960.550,-,10015960550.0,
Phải trả khác,Dài hạn > Phải trả khác,Phải trả khác,-,1.029.042.346,,1029042346.0
Phải trả dài hạn khác cho các bên liên quan (Thuyết minh số 30),Dài hạn > Phải trả dài hạn khác cho các bên liên quan (Thuyết minh số 30),Phải trả dài hạn khác cho các bên liên quan (Thuyết minh số 30),1.297.290.000,1.297.290.000,1297290000.0,1297290000.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,707.026.643.488,756.858.269.744,707026643488.0,756858269744.0
