row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,960.237.059.524,2.054.950.872.410,960237059524.0,2054950872410.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu chuyển nhượng bất động sản,Trong đó: > Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,652.204.810.711,1.920.317.987.505,652204810711.0,1920317987505.0
Doanh thu cung cấp dịch vụ lưu trú,Trong đó: > Doanh thu cung cấp dịch vụ lưu trú,Doanh thu cung cấp dịch vụ lưu trú,153.327.381.779,102.894.422.149,153327381779.0,102894422149.0
Doanh thu cung cấp dịch vụ khác,Trong đó: > Doanh thu cung cấp dịch vụ khác,Doanh thu cung cấp dịch vụ khác,154.704.867.034,31.738.462.756,154704867034.0,31738462756.0
Giảm trừ doanh thu,Trong đó: > Giảm trừ doanh thu,Giảm trừ doanh thu,-,(6.226.853.558),,-6226853558.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,960.237.059.524,2.048.724.018.852,960237059524.0,2048724018852.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu chuyển nhượng bất động sản,Trong đó: > Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,652.204.810.711,1.914.646.238.072,652204810711.0,1914646238072.0
Doanh thu cung cấp dịch vụ lưu trú,Trong đó: > Doanh thu cung cấp dịch vụ lưu trú,Doanh thu cung cấp dịch vụ lưu trú,153.327.381.779,102.339.318.024,153327381779.0,102339318024.0
Doanh thu cung cấp dịch vụ khác,Trong đó: > Doanh thu cung cấp dịch vụ khác,Doanh thu cung cấp dịch vụ khác,154.704.867.034,31.738.462.756,154704867034.0,31738462756.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên khác,Trong đó: > Doanh thu đối với bên khác,Doanh thu đối với bên khác,885.895.648.134,2.023.454.105.720,885895648134.0,2023454105720.0
Doanh thu đối với các bên liên quan(thuyết minh số 30),Trong đó: > Doanh thu đối với các bên liên quan(thuyết minh số 30),Doanh thu đối với các bên liên quan(thuyết minh số 30),74.341.411.390,25.269.913.132,74341411390.0,25269913132.0
