row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí bán hàng Dự án The Terra An Hưng,Ngắn hạn > Chi phí bán hàng Dự án The Terra An Hưng,Chi phí bán hàng Dự án The Terra An Hưng,19.674.180,48.311.325.988,19674180.0,48311325988.0
Thuế thu nhập doanh nghiệp tạm nộp,Ngắn hạn > Thuế thu nhập doanh nghiệp tạm nộp,Thuế thu nhập doanh nghiệp tạm nộp,-,6.151.601.436,,6151601436.0
"Công cụ, dụng cụ xuất dùng","Ngắn hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",166.169.927,626.986.878,166169927.0,626986878.0
Chi phí trả trước ngắn hạn khác,Ngắn hạn > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,12.344.555.127,2.261.115.294,12344555127.0,2261115294.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,12.530.399.234,57.351.029.596,12530399234.0,57351029596.0
Dải hạn,Dải hạn,Dải hạn,Dải hạn,Dải hạn,,
"Công cụ, dụng cụ phục vụ Dự án Khu dịch vụ căn hộ khách sạn Hồ Tây","Dải hạn > Công cụ, dụng cụ phục vụ Dự án Khu dịch vụ căn hộ khách sạn Hồ Tây","Công cụ, dụng cụ phục vụ Dự án Khu dịch vụ căn hộ khách sạn Hồ Tây",73.714.254.717,98.026.981.597,73714254717.0,98026981597.0
Chi phí trả trước tiền thuê mặt bằng Dự án Khu dịch vụ căn hộ khách sạn Hồ Tây,Dải hạn > Chi phí trả trước tiền thuê mặt bằng Dự án Khu dịch vụ căn hộ khách sạn Hồ Tây,Chi phí trả trước tiền thuê mặt bằng Dự án Khu dịch vụ căn hộ khách sạn Hồ Tây,-,47.216.206.234,,47216206234.0
Chi phí cải tạo văn phòng tại số 104 Thái Thịnh,Dải hạn > Chi phí cải tạo văn phòng tại số 104 Thái Thịnh,Chi phí cải tạo văn phòng tại số 104 Thái Thịnh,167.038.987,10.444.048.441,167038987.0,10444048441.0
"Công cụ, dụng cụ xuất dùng","Dải hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",1.209.536.127,185.026.314,1209536127.0,185026314.0
Chi phí trả trước dài hạn khác,Dải hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,3.515.966.815,3.163.734.418,3515966815.0,3163734418.0
TỔNG CỘNG,Dải hạn > TỔNG CỘNG,TỔNG CỘNG,78.606.796.646,159.035.997.004,78606796646.0,159035997004.0
