row_label_raw,row_label_full,Tên,Chức vụ,Thu nhập,Thu nhập_1,numeric__Chức vụ,numeric__Thu nhập,numeric__Thu nhập_1
Tên,Tên,Tên,Chức vụ,Năm nay,Năm trước,,,
Ông Tô Như Toàn,Tên > Ông Tô Như Toàn,Ông Tô Như Toàn,Chủ tịch HĐQT,2.662.775.000,2.754.477.156,,2662775000.0,2754477156.0
Ông Tô Như Thắng,Tên > Ông Tô Như Thắng,Ông Tô Như Thắng,Thành viên HĐQT/Phó Tổng Giám đốc,2.019.232.969,1.300.862.291,,2019232969.0,1300862291.0
Ông Triệu Hữu Đại,Tên > Ông Triệu Hữu Đại,Ông Triệu Hữu Đại,Thành viên HĐQT/Tổng giám đốc,1.777.828.250,929.905.085,,1777828250.0,929905085.0
Bà Nguyễn Thu Hằng,Tên > Bà Nguyễn Thu Hằng,Bà Nguyễn Thu Hằng,Phó Tổng Giám đốc,1.776.659.124,1.771.157.189,,1776659124.0,1771157189.0
Bà Nguyễn Diệu Tú,Tên > Bà Nguyễn Diệu Tú,Bà Nguyễn Diệu Tú,Thành viên HĐQT,886.000.002,557.773.691,,886000002.0,557773691.0
Ông Trịnh Thanh Hải,Tên > Ông Trịnh Thanh Hải,Ông Trịnh Thanh Hải,Thành viên HĐQT độc lập/Chủ tịch Ủy ban Kiểm toán,400.000.000,558.333.333,,400000000.0,558333333.0
Bà Đỗ Thị Thanh Phương,Tên > Bà Đỗ Thị Thanh Phương,Bà Đỗ Thị Thanh Phương,Thành viên HĐQT/Phó Chủ tịch Ủy ban Kiểm toán,1.334.327.979,793.001.958,,1334327979.0,793001958.0
Ông Phạm Hồng Châu,Tên > Ông Phạm Hồng Châu,Ông Phạm Hồng Châu,Thành viên HĐQT/ Phó Tổng Giám đốc,305.698.000,1.074.210.316,,305698000.0,1074210316.0
Ông Ngô Đức Long,Tên > Ông Ngô Đức Long,Ông Ngô Đức Long,Phụ trách quản trị đến ngày 29 tháng 6 năm 2021,-,60.000.000,,,60000000.0
Ông Đoàn Châu Phong,Tên > Ông Đoàn Châu Phong,Ông Đoàn Châu Phong,Tổng Giám đốc đến ngày 1 tháng 8 năm 2021,-,1.162.514.880,,,1162514880.0
TỔNG CỘNG,Tên > TỔNG CỘNG,TỔNG CỘNG,,11.162.521.324,10.962.235.899,,11162521324.0,10962235899.0
