row_label_raw,row_label_full,Giá trị trái phiếu chuyển đổi,Số cuối năm > 690.000.000.000,Đơn vị tính: VND > Số đầu năm > 690.000.000.000,numeric__Số cuối năm > 690.000.000.000,numeric__Đơn vị tính: VND > Số đầu năm > 690.000.000.000
Chi phí phát hành,Chi phí phát hành,Chi phí phát hành,(1.302.228.818),(1.302.228.818),-1302228818.0,-1302228818.0
Cấu phần vốn chủ sở hữu,Cấu phần vốn chủ sở hữu,Cấu phần vốn chủ sở hữu,(90.496.534.831),(90.496.534.831),-90496534831.0,-90496534831.0
Cấu phần nợ gốc ghi nhận ban đầu,Cấu phần nợ gốc ghi nhận ban đầu,Cấu phần nợ gốc ghi nhận ban đầu,598.201.236.351,598.201.236.351,598201236351.0,598201236351.0
Cộng: Giá trị lũy kế chi phí lãi vay và chi phí phát hành,Cộng: Giá trị lũy kế chi phí lãi vay và chi phí phát hành,Cộng: Giá trị lũy kế chi phí lãi vay và chi phí phát hành,Cộng: Giá trị lũy kế chi phí lãi vay và chi phí phát hành,Cộng: Giá trị lũy kế chi phí lãi vay và chi phí phát hành,,
Số đầu năm,Cộng: Giá trị lũy kế chi phí lãi vay và chi phí phát hành > Số đầu năm,Số đầu năm,4.322.935.910,-,4322935910.0,
Số lãi vay phát sinh và phân bổ trong năm,Cộng: Giá trị lũy kế chi phí lãi vay và chi phí phát hành > Số lãi vay phát sinh và phân bổ trong năm,Số lãi vay phát sinh và phân bổ trong năm,61.126.213.163,4.322.935.910,61126213163.0,4322935910.0
Số cuối năm,Cộng: Giá trị lũy kế chi phí lãi vay và chi phí phát hành > Số cuối năm,Số cuối năm,65.449.149.073,4.322.935.910,65449149073.0,4322935910.0
Cấu phần nợ gốc tại ngày cuối năm,Cộng: Giá trị lũy kế chi phí lãi vay và chi phí phát hành > Cấu phần nợ gốc tại ngày cuối năm,Cấu phần nợ gốc tại ngày cuối năm,663.650.385.424,602.524.172.261,663650385424.0,602524172261.0
