row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
400,400,400,D. VỐN CHỦ SỞ HỮU,,3.421.518.936.240,2.967.603.537.822,,,3421518936240.0,2967603537822.0
410,410,410,I. Vốn chủ sở hữu,23,3.421.518.936.240,2.967.603.537.822,,23.0,3421518936240.0,2967603537822.0
411,411,411,1. Vốn cổ phần đã phát hành,23,2.419.996.170.000,2.199.997.800.000,,23.0,2419996170000.0,2199997800000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,23,2.419.996.170.000,2.199.997.800.000,,23.0,2419996170000.0,2199997800000.0
413,413,413,2. Quyền chọn chuyển đổi trái phiếu,23,72.397.227.865,90.496.534.831,,23.0,72397227865.0,90496534831.0
418,418,418,3. Quỹ đầu tư phát triển,23,15.177.859.740,15.177.859.740,,23.0,15177859740.0,15177859740.0
420,420,420,4. Quỹ khác thuộc vốn chủ sở hữu,23,7.588.929.869,7.588.929.869,,23.0,7588929869.0,7588929869.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,23,906.358.748.766,654.342.413.382,,23.0,906358748766.0,654342413382.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,23,421.596.122.700,194.224.260.912,,23.0,421596122700.0,194224260912.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,23,484.762.626.066,460.118.152.470,,23.0,484762626066.0,460118152470.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,8.084.758.788.091,6.864.111.623.336,,,8084758788091.0,6864111623336.0
