row_label_raw,row_label_full,col_0,col_1,31/12/2016(VND),15/01/2016(VND),numeric__col_1,numeric__31/12/2016(VND),numeric__15/01/2016(VND)
a.,a.,a.,Ngắn hạn,1.021.402.176,1.712.367.562,,1021402176.0,1712367562.0
a.,a.,a.,"Công cụ, dụng cụ xuất dùng",730.939.540,445.793.903,,730939540.0,445793903.0
a.,a.,a.,Chi phí bảo hiểm,232.878.755,965.686.739,,232878755.0,965686739.0
a.,a.,a.,Chi phí trả trước ngắn hạn khác,57.583.881,300.886.920,,57583881.0,300886920.0
b.,b.,b.,Dài hạn,647.891.360.614,617.924.480.578,,647891360614.0,617924480578.0
b.,b.,b.,Công cụ dụng cụ phân bổ nhiều năm,801.543.579,1.272.577.288,,801543579.0,1272577288.0
b.,b.,b.,Chi phí sửa chữa lớn chờ phân bổ,45.843.558.285,43.720.393.591,,45843558285.0,43720393591.0
b.,b.,b.,Tiền thuê nhà trả trước nhiều năm,3.594.516.480,7.189.032.960,,3594516480.0,7189032960.0
b.,b.,b.,Chi phí thành lập doanh nghiệp,910.711.270,1.787.148.473,,910711270.0,1787148473.0
b.,b.,b.,Chi phí giai đoạn triển khai không đủ tiêu chuẩn ghi nhận TSCĐ vô hình,32.185.394.733,-,,32185394733.0,
b.,b.,b.,Lỗ chênh lệch tỷ giá phân bổ 5 năm,563.867.266.554,563.867.266.554,,563867266554.0,563867266554.0
b.,b.,b.,Chi phí trả trước dài hạn khác,688.369.713,88.061.712,,688369713.0,88061712.0
b.,b.,b.,Cộng,648.912.762.790,619.636.848.140,,648912762790.0,619636848140.0
