row_label_raw,row_label_full,(i),Phải thu về lãi vay,31/12/2016(VND),numeric__Phải thu về lãi vay,numeric__31/12/2016(VND)
(i),(i),(i),Phải thu lãi vay của Công ty CP Than Điện Nông Sơn - TKV,149.791.681.554,,149791681554.0
(i),(i),(i),Phải thu lãi vay của Công ty CP Nhiệt điện Cẩm Phả - TKV,56.752.338.404,,56752338404.0
(i),(i),(i),Cộng,206.544.019.958,,206544019958.0
