row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2016,15/01/2016,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2016,numeric__15/01/2016
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,62.248.006.135,40.285.700.762,150.0,,62248006135.0,40285700762.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,5.11,1.021.402.176,1.712.367.562,151.0,511.0,1021402176.0,1712367562.0
Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,152,,52.899.495.056,34.822.414.157,152.0,,52899495056.0,34822414157.0
Thuế và các khoản phải thu Nhà nước,Thuế và các khoản phải thu Nhà nước,Thuế và các khoản phải thu Nhà nước,153,5.14,8.327.108.903,3.750.919.043,153.0,514.0,8327108903.0,3750919043.0
TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,200,,19.935.569.034.695,22.006.575.932.287,200.0,,19935569034695.0,22006575932287.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,2.553.651.376.411,2.884.348.097.585,210.0,,2553651376411.0,2884348097585.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,5.3,2.552.685.824.033,2.883.382.545.207,215.0,53.0,2552685824033.0,2883382545207.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,5.5,965.552.378,965.552.378,216.0,55.0,965552378.0,965552378.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,14.277.344.079.438,15.407.201.853.755,220.0,,14277344079438.0,15407201853755.0
TSCĐ hữu hình,TSCĐ hữu hình,TSCĐ hữu hình,221,5.9,14.251.013.839.882,15.373.101.071.778,221.0,59.0,14251013839882.0,15373101071778.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,21.813.008.995.590,21.603.504.518.270,222.0,,21813008995590.0,21603504518270.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(7.561.995.155.708),(6.230.403.446.492),223.0,,-7561995155708.0,-6230403446492.0
TSCĐ vô hình,TSCĐ vô hình,TSCĐ vô hình,227,5.10,26.330.239.556,34.100.781.977,227.0,510.0,26330239556.0,34100781977.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,29.212.729.730,35.649.701.210,228.0,,29212729730.0,35649701210.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(2.882.490.174),(1.548.919.233),229.0,,-2882490174.0,-1548919233.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,5.8,116.903.755.552,93.508.235.770,240.0,58.0,116903755552.0,93508235770.0
"Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,30.975.440.633,20.628.408.300,241.0,,30975440633.0,20628408300.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,,85.928.314.919,72.879.827.470,242.0,,85928314919.0,72879827470.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,5.2,2.181.885.083.795,2.824.554.177.495,250.0,52.0,2181885083795.0,2824554177495.0
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,251,,1.883.306.772.926,1.883.306.772.926,251.0,,1883306772926.0,1883306772926.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,,985.091.726.279,941.247.404.569,253.0,,985091726279.0,941247404569.0
DP giảm giá đầu tư chứng khoán dài hạn (*),DP giảm giá đầu tư chứng khoán dài hạn (*),DP giảm giá đầu tư chứng khoán dài hạn (*),254,,(686.513.415.410),-,254.0,,-686513415410.0,
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,805.784.739.499,796.963.567.682,260.0,,805784739499.0,796963567682.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,5.11,647.891.360.614,617.924.480.578,261.0,511.0,647891360614.0,617924480578.0
"Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,,157.893.378.885,179.039.087.104,263.0,,157893378885.0,179039087104.0
