row_label_raw,row_label_full,col_0,31/12/2016(VND) > Giá gốc,31/12/2016(VND) > Giá trị hợp lý,31/12/2016(VND) > Dự phòng,15/01/2016(VND) > Giá gốc,15/01/2016(VND) > Giá trị hợp lý,15/01/2016(VND) > Dự phòng,numeric__31/12/2016(VND) > Giá gốc,numeric__31/12/2016(VND) > Giá trị hợp lý,numeric__31/12/2016(VND) > Dự phòng,numeric__15/01/2016(VND) > Giá gốc,numeric__15/01/2016(VND) > Giá trị hợp lý,numeric__15/01/2016(VND) > Dự phòng
Ngắn hạn,Ngắn hạn,Ngắn hạn,-,-,-,-,-,-,,,,,,
Dài hạn,Ngắn hạn > Dài hạn,Dài hạn,2.868.398.499.205,2.181.885.083.795,(686.513.415.410),2.824.554.177.495,2.824.554.177.495,-,2868398499205.0,2181885083795.0,-686513415410.0,2824554177495.0,2824554177495.0,
Đầu tư góp vốn vào đơn vị khác,Ngắn hạn > Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,2.868.398.499.205,2.181.885.083.795,(686.513.415.410),2.824.554.177.495,2.824.554.177.495,-,2868398499205.0,2181885083795.0,-686513415410.0,2824554177495.0,2824554177495.0,
Đầu tư vào Công ty con:,Ngắn hạn > Đầu tư vào Công ty con:,Đầu tư vào Công ty con:,1.883.306.772.926,1.384.412.157.799,(498.894.615.127),1.883.306.772.926,1.883.306.772.926,-,1883306772926.0,1384412157799.0,-498894615127.0,1883306772926.0,1883306772926.0,
- Công ty CP Nhiệt điện Cẩm Phả,Ngắn hạn > - Công ty CP Nhiệt điện Cẩm Phả,- Công ty CP Nhiệt điện Cẩm Phả,1.757.179.069.334,1.258.284.454.207,(498.894.615.127),1.757.179.069.334,1.757.179.069.334,-,1757179069334.0,1258284454207.0,-498894615127.0,1757179069334.0,1757179069334.0,
- Công ty CP Than điện Nông Sơn,Ngắn hạn > - Công ty CP Than điện Nông Sơn,- Công ty CP Than điện Nông Sơn,126.127.703.592,126.127.703.592,-,126.127.703.592,126.127.703.592,-,126127703592.0,126127703592.0,,126127703592.0,126127703592.0,
Đầu tư vào đơn vi khác:,Ngắn hạn > Đầu tư vào đơn vi khác:,Đầu tư vào đơn vi khác:,985.091.726.279,797.472.925.996,(187.618.800.283),941.247.404.569,941.247.404.569,-,985091726279.0,797472925996.0,-187618800283.0,941247404569.0,941247404569.0,
- Công ty TNHH Điện lực Vĩnh Tân,Ngắn hạn > - Công ty TNHH Điện lực Vĩnh Tân,- Công ty TNHH Điện lực Vĩnh Tân,146.750.416.279,146.750.416.279,-,102.906.094.569,102.906.094.569,-,146750416279.0,146750416279.0,,102906094569.0,102906094569.0,
- Công ty CP Nhiệt điện Hải Phòng,Ngắn hạn > - Công ty CP Nhiệt điện Hải Phòng,- Công ty CP Nhiệt điện Hải Phòng,360.500.000.000,360.500.000.000,-,360.500.000.000,360.500.000.000,-,360500000000.0,360500000000.0,,360500000000.0,360500000000.0,
- Công ty CP Nhiệt điện Quảng Ninh,Ngắn hạn > - Công ty CP Nhiệt điện Quảng Ninh,- Công ty CP Nhiệt điện Quảng Ninh,477.841.310.000,290.222.509.717,(187.618.800.283),477.841.310.000,477.841.310.000,-,477841310000.0,290222509717.0,-187618800283.0,477841310000.0,477841310000.0,
Cộng,Ngắn hạn > Cộng,Cộng,2.868.398.499.205,2.181.885.083.795,(686.513.415.410),2.824.554.177.495,2.824.554.177.495,-,2868398499205.0,2181885083795.0,-686513415410.0,2824554177495.0,2824554177495.0,
