row_label_raw,row_label_full,col_0,31/12/2016(VND),31/12/2016(VND)_1,15/01/2016(VND),15/01/2016(VND)_1,numeric__31/12/2016(VND),numeric__31/12/2016(VND)_1,numeric__15/01/2016(VND),numeric__15/01/2016(VND)_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
"a. Chi phí sản xuất, kinh doanh dở dang dài hạn","a. Chi phí sản xuất, kinh doanh dở dang dài hạn","a. Chi phí sản xuất, kinh doanh dở dang dài hạn",30.975.440.633,-,20.628.408.300,-,30975440633.0,,20628408300.0,
"Chi phí sản xuất, kinh doanh dở dang dài hạn (Dự án san gạt Vĩnh Tân)","Chi phí sản xuất, kinh doanh dở dang dài hạn (Dự án san gạt Vĩnh Tân)","Chi phí sản xuất, kinh doanh dở dang dài hạn (Dự án san gạt Vĩnh Tân)",30.975.440.633,-,20.628.408.300,-,30975440633.0,,20628408300.0,
b. Xây dựng cơ bản dở dang,b. Xây dựng cơ bản dở dang,b. Xây dựng cơ bản dở dang,85.928.314.919,-,72.879.827.470,-,85928314919.0,,72879827470.0,
- Mua sắm,- Mua sắm,- Mua sắm,-,-,-,-,,,,
- Xây dựng cơ bản,- Mua sắm > - Xây dựng cơ bản,- Xây dựng cơ bản,85.928.314.919,-,72.879.827.470,-,85928314919.0,,72879827470.0,
Dự án Nhà máy Nhiệt điện Đồng Nai 5,- Mua sắm > Dự án Nhà máy Nhiệt điện Đồng Nai 5,Dự án Nhà máy Nhiệt điện Đồng Nai 5,20.734.461.167,-,21.748.387.400,-,20734461167.0,,21748387400.0,
Dự án Nhà máy Nhiệt điện Quỳnh Lập 1,- Mua sắm > Dự án Nhà máy Nhiệt điện Quỳnh Lập 1,Dự án Nhà máy Nhiệt điện Quỳnh Lập 1,17.819.613.177,-,17.230.670.450,-,17819613177.0,,17230670450.0,
Dự án Nhà máy Nhiệt điện Na Dương 2,- Mua sắm > Dự án Nhà máy Nhiệt điện Na Dương 2,Dự án Nhà máy Nhiệt điện Na Dương 2,9.019.902.990,-,5.807.169.036,-,9019902990.0,,5807169036.0,
Dự án ĐTXD nhà máy sản xuất Vật liệu không nung và bãi tập kết nguyên liệu tại Đồng Giếng To,- Mua sắm > Dự án ĐTXD nhà máy sản xuất Vật liệu không nung và bãi tập kết nguyên liệu tại Đồng Giếng To,Dự án ĐTXD nhà máy sản xuất Vật liệu không nung và bãi tập kết nguyên liệu tại Đồng Giếng To,2.922.993.200,-,2.922.993.200,-,2922993200.0,,2922993200.0,
Xây dựng bãi thải xì NMND Na Dương,- Mua sắm > Xây dựng bãi thải xì NMND Na Dương,Xây dựng bãi thải xì NMND Na Dương,19.360.236.232,-,19.162.311.982,-,19360236232.0,,19162311982.0,
Dự án đầu tư mở rộng nâng công suất làm mát cho NM NDND,- Mua sắm > Dự án đầu tư mở rộng nâng công suất làm mát cho NM NDND,Dự án đầu tư mở rộng nâng công suất làm mát cho NM NDND,-,-,3.257.253.366,,,,3257253366.0,
Khu CBCNV điều hành sản xuất (NMND Son Đông),- Mua sắm > Khu CBCNV điều hành sản xuất (NMND Son Đông),Khu CBCNV điều hành sản xuất (NMND Son Đông),8.798.105.351,-,-,-,8798105351.0,,,
Đường công vụ từ Quốc lộ 18A đến NMND Đông Triêu,- Mua sắm > Đường công vụ từ Quốc lộ 18A đến NMND Đông Triêu,Đường công vụ từ Quốc lộ 18A đến NMND Đông Triêu,5.571.542.971,-,50.825.589,-,5571542971.0,,50825589.0,
Dự án khác,- Mua sắm > Dự án khác,Dự án khác,1.701.459.831,-,2.700.216.447,-,1701459831.0,,2700216447.0,
Cộng,- Mua sắm > Cộng,Cộng,116.903.755.552,-,93.508.235.770,-,116903755552.0,,93508235770.0,
