row_label_raw,row_label_full,col_0,31/12/2015,14/01/2015,numeric__31/12/2015,numeric__14/01/2015
,,,VND,VND,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí bảo hiểm tài sản Nhà máy Đạm Cà Mau,Ngắn hạn > Chi phí bảo hiểm tài sản Nhà máy Đạm Cà Mau,Chi phí bảo hiểm tài sản Nhà máy Đạm Cà Mau,14.615.383.401,12.921.201.403,14615383401.0,12921201403.0
Chi phí trả trước ngắn hạn khác,Ngắn hạn > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,6.796.404.628,983.895.588,6796404628.0,983895588.0
,,,21.411.788.029,13.905.096.991,21411788029.0,13905096991.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Lợi thế kinh doanh (*),Dài hạn > Lợi thế kinh doanh (*),Lợi thế kinh doanh (*),93.026.351.508,136.962.280.053,93026351508.0,136962280053.0
"Tải sản lưu động nhận bàn giao từ Dự án ""Nhà máy Sản xuất Phân đạm Cà Mau""","Dài hạn > Tải sản lưu động nhận bàn giao từ Dự án ""Nhà máy Sản xuất Phân đạm Cà Mau""","Tải sản lưu động nhận bàn giao từ Dự án ""Nhà máy Sản xuất Phân đạm Cà Mau""",-,20.714.176.934,,20714176934.0
Chi phí trả trước dài hạn khác,Dài hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,9.996.345.092,5.926.786.806,9996345092.0,5926786806.0
,,,103.022.696.600,163.603.243.793,103022696600.0,163603243793.0
