row_label_raw,row_label_full,Bán hàngCông ty Cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,Từ ngày 15/01/2015đến ngày 31/12/2015VND > 69.420.000.000,Từ ngày 01/01/2014đến ngày 14/01/2015VND > 285.748.914.973,numeric__Từ ngày 15/01/2015đến ngày 31/12/2015VND > 69.420.000.000,numeric__Từ ngày 01/01/2014đến ngày 14/01/2015VND > 285.748.914.973
,,,69.420.000.000,285.748.914.973,69420000000.0,285748914973.0
"Mua hàng hóa, dịch vụTập đoàn Dầu khí Việt Nam","Mua hàng hóa, dịch vụTập đoàn Dầu khí Việt Nam","Mua hàng hóa, dịch vụTập đoàn Dầu khí Việt Nam",1.578.820.673.284,1.674.967.663.869,1578820673284.0,1674967663869.0
Tổng Công ty Điện lực Dầu khí Việt Nam,Tổng Công ty Điện lực Dầu khí Việt Nam,Tổng Công ty Điện lực Dầu khí Việt Nam,199.148.803.439,244.910.013.007,199148803439.0,244910013007.0
Công ty Cổ phần Bao bị Dầu khí Việt Nam,Công ty Cổ phần Bao bị Dầu khí Việt Nam,Công ty Cổ phần Bao bị Dầu khí Việt Nam,133.116.824.210,153.101.655.300,133116824210.0,153101655300.0
Tổng Công ty Bảo hiểm PVI - Chi nhánh Cà Mau,Tổng Công ty Bảo hiểm PVI - Chi nhánh Cà Mau,Tổng Công ty Bảo hiểm PVI - Chi nhánh Cà Mau,4.912.793.640,46.772.821.156,4912793640.0,46772821156.0
Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,1.639.450.725,21.561.904.963,1639450725.0,21561904963.0
Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,11.579.812.533,9.622.857.574,11579812533.0,9622857574.0
Công ty Cổ phần Vận tải Dầu khí Vũng Tàu,Công ty Cổ phần Vận tải Dầu khí Vũng Tàu,Công ty Cổ phần Vận tải Dầu khí Vũng Tàu,5.033.160.000,7.288.650.000,5033160000.0,7288650000.0
Chi nhánh Viện Dầu khí Việt Nam - Trung tâm Nghiên cứu và Phát triển Chế biến Dầu khí,Chi nhánh Viện Dầu khí Việt Nam - Trung tâm Nghiên cứu và Phát triển Chế biến Dầu khí,Chi nhánh Viện Dầu khí Việt Nam - Trung tâm Nghiên cứu và Phát triển Chế biến Dầu khí,6.980.252.083,6.413.300.416,6980252083.0,6413300416.0
Công ty Bảo hiểm PVI Phía Nam,Công ty Bảo hiểm PVI Phía Nam,Công ty Bảo hiểm PVI Phía Nam,48.610.713.297,46.772.821.156,48610713297.0,46772821156.0
Chi nhánh Viện Dầu khí Việt Nam - Trung tâm Úng dụng và Chuyển giao Công nghệ,Chi nhánh Viện Dầu khí Việt Nam - Trung tâm Úng dụng và Chuyển giao Công nghệ,Chi nhánh Viện Dầu khí Việt Nam - Trung tâm Úng dụng và Chuyển giao Công nghệ,2.003.660.000,6.672.665.625,2003660000.0,6672665625.0
Công ty Cổ phần Bảo dưỡng và Sửa chữa Công Trình Dầu khí,Công ty Cổ phần Bảo dưỡng và Sửa chữa Công Trình Dầu khí,Công ty Cổ phần Bảo dưỡng và Sửa chữa Công Trình Dầu khí,4.936.621.961,2.396.498.603,4936621961.0,2396498603.0
Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí - Công ty Cổ phần,Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí - Công ty Cổ phần,Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí - Công ty Cổ phần,4.501.704.308,1.200.753.336,4501704308.0,1200753336.0
