row_label_raw,row_label_full,"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",31,-,921.959.846.545,numeric__31,numeric__-,numeric__921.959.846.545
2. Tiền thu từ đi vay,2. Tiền thu từ đi vay,2. Tiền thu từ đi vay,33,-,300.000.000.000,33.0,,300000000000.0
3. Tiền trả nợ gốc vay,3. Tiền trả nợ gốc vay,3. Tiền trả nợ gốc vay,34,(1.244.783.019.739),(2.424.279.154.806),34.0,-1244783019739.0,-2424279154806.0
"4. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","4. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","4. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(390.233.293.375),(453.867.056.180),36.0,-390233293375.0,-453867056180.0
Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(1.635.016.313.114),(1.656.186.364.441),40.0,-1635016313114.0,-1656186364441.0
Lưu chuyển tiền thuần trong kỳ (50=20+30+40),Lưu chuyển tiền thuần trong kỳ (50=20+30+40),Lưu chuyển tiền thuần trong kỳ (50=20+30+40),50,(837.896.493.564),(302.064.164.241),50.0,-837896493564.0,-302064164241.0
Tiền và tương đương tiền đầu kỳ,Tiền và tương đương tiền đầu kỳ,Tiền và tương đương tiền đầu kỳ,60,2.046.118.634.821,2.348.182.799.062,60.0,2046118634821.0,2348182799062.0
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,(16.879.713),-,61.0,-16879713.0,
Tiền và tương đương tiền cuối kỳ(70=50+60+61),Tiền và tương đương tiền cuối kỳ(70=50+60+61),Tiền và tương đương tiền cuối kỳ(70=50+60+61),70,1.208.205.261.544,2.046.118.634.821,70.0,1208205261544.0,2046118634821.0
