row_label_raw,row_label_full,col_0,31/12/2015,14/01/2015,numeric__31/12/2015,numeric__14/01/2015
,,,VND,VND,,
Chi phí xây dựng cơ bản dỡ dang dài hạn,Chi phí xây dựng cơ bản dỡ dang dài hạn,Chi phí xây dựng cơ bản dỡ dang dài hạn,Chi phí xây dựng cơ bản dỡ dang dài hạn,Chi phí xây dựng cơ bản dỡ dang dài hạn,,
- Kho chứa Ure,Chi phí xây dựng cơ bản dỡ dang dài hạn > - Kho chứa Ure,- Kho chứa Ure,70.503.986.360,2.605.375.433,70503986360.0,2605375433.0
- Chi phí giải phóng mặt bằng khu nhà công vụ,Chi phí xây dựng cơ bản dỡ dang dài hạn > - Chi phí giải phóng mặt bằng khu nhà công vụ,- Chi phí giải phóng mặt bằng khu nhà công vụ,19.217.326.485,-,19217326485.0,
- Dây chuyển sản xuất phân bón phúc hợp từ Ure nóng chảy,Chi phí xây dựng cơ bản dỡ dang dài hạn > - Dây chuyển sản xuất phân bón phúc hợp từ Ure nóng chảy,- Dây chuyển sản xuất phân bón phúc hợp từ Ure nóng chảy,1.788.951.028,-,1788951028.0,
- Hệ thống quản lý nguồn lực doanh nghiệp,Chi phí xây dựng cơ bản dỡ dang dài hạn > - Hệ thống quản lý nguồn lực doanh nghiệp,- Hệ thống quản lý nguồn lực doanh nghiệp,2.296.400.065,1.755.520.289,2296400065.0,1755520289.0
- Phần mềm quản lý nhân sự,Chi phí xây dựng cơ bản dỡ dang dài hạn > - Phần mềm quản lý nhân sự,- Phần mềm quản lý nhân sự,735.000.000,-,735000000.0,
- Bồn chứa Nitors cho Nhà máy Đạm Cà Mau,Chi phí xây dựng cơ bản dỡ dang dài hạn > - Bồn chứa Nitors cho Nhà máy Đạm Cà Mau,- Bồn chứa Nitors cho Nhà máy Đạm Cà Mau,-,2.075.879.364,,2075879364.0
- Công trình mái che mưa,Chi phí xây dựng cơ bản dỡ dang dài hạn > - Công trình mái che mưa,- Công trình mái che mưa,-,39.327.548.592,,39327548592.0
- Các công trình khác,Chi phí xây dựng cơ bản dỡ dang dài hạn > - Các công trình khác,- Các công trình khác,896.051.257,1.063.541.356,896051257.0,1063541356.0
,,,95.437.715.195,46.827.865.034,95437715195.0,46827865034.0
