row_label_raw,row_label_full,Theo QD số 15/2006/QD-BTC > Tên chỉ tiêuI. Tài sản > 1. Các khoản phải thu khác > 2. Tài sản ngắn hạn khác,Theo QD số 15/2006/QD-BTC > Mã số > 135 > 158,Theo QD số 15/2006/QD-BTC > 14/01/2015 > 44.913.581.941 > 1.854.434.950,Theo TT số 200/2014/TT-BTC > Tên chỉ tiêuI. Tài sản > 1. Phải thu ngắn hạn khác > 2. Tài sản ngắn hạn khác,Theo TT số 200/2014/TT-BTC > Mã số > 136 > 155,Theo TT số 200/2014/TT-BTC > 14/01/2015 > 46.768.016.891,"Thay đổi > Trình bày lại, đổi tên và đổi mã số > - Trình bày lại và đổi mã số",numeric__Theo QD số 15/2006/QD-BTC > Mã số > 135 > 158,numeric__Theo QD số 15/2006/QD-BTC > 14/01/2015 > 44.913.581.941 > 1.854.434.950,numeric__Theo TT số 200/2014/TT-BTC > Tên chỉ tiêuI. Tài sản > 1. Phải thu ngắn hạn khác > 2. Tài sản ngắn hạn khác,numeric__Theo TT số 200/2014/TT-BTC > Mã số > 136 > 155,numeric__Theo TT số 200/2014/TT-BTC > 14/01/2015 > 46.768.016.891,"numeric__Thay đổi > Trình bày lại, đổi tên và đổi mã số > - Trình bày lại và đổi mã số"
II. Nguồn vốn,II. Nguồn vốn,II. Nguồn vốn,,,II. Nguồn vốn,,,,,,,,,
1. Thuế và các khoản phải nộp Nhà nước,II. Nguồn vốn > 1. Thuế và các khoản phải nộp Nhà nước,1. Thuế và các khoản phải nộp Nhà nước,314,37.044.595.206,1. Thuế và các khoản phải nộp Nhà nước,313,35.867.746.166,Trình bày lại và đổi mã số,314.0,37044595206.0,,313.0,35867746166.0,
"2. Các khoản phải trả, phải nộp ngắn hạn khác","II. Nguồn vốn > 2. Các khoản phải trả, phải nộp ngắn hạn khác","2. Các khoản phải trả, phải nộp ngắn hạn khác",319,2.130.759.724.573,2. Phải trả ngắn hạn khác,319,2.131.936.573.613,Trình bày lại và đổi tên,319.0,2130759724573.0,,319.0,2131936573613.0,
