row_label_raw,row_label_full,col_0,Từ ngày 15/01/2015đến ngày 31/12/2015,Từ ngày 01/01/2014đến ngày 14/01/2015,numeric__Từ ngày 15/01/2015đến ngày 31/12/2015,numeric__Từ ngày 01/01/2014đến ngày 14/01/2015
,,,VND,VND,,
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,708.189.278.453,990.505.110.621,708189278453.0,990505110621.0
Các khoản điều chỉnh,Các khoản điều chỉnh,Các khoản điều chỉnh,-,11.887.897.053,,11887897053.0
Thu nhập chịu thuế thu nhập doanh nghiệp,Thu nhập chịu thuế thu nhập doanh nghiệp,Thu nhập chịu thuế thu nhập doanh nghiệp,708.189.278.453,1.002.393.007.674,708189278453.0,1002393007674.0
- Thu nhập hoạt động sản xuất kinh doanh chính,- Thu nhập hoạt động sản xuất kinh doanh chính,- Thu nhập hoạt động sản xuất kinh doanh chính,702.079.511.108,842.139.963.597,702079511108.0,842139963597.0
- Thu nhập hoạt động khác,- Thu nhập hoạt động khác,- Thu nhập hoạt động khác,6.109.767.345,160.253.044.077,6109767345.0,160253044077.0
Thuế suất,Thuế suất,Thuế suất,22%,22%,0.22,0.22
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,1.344.148.816,35.255.669.697,1344148816.0,35255669697.0
