row_label_raw,row_label_full,Theo QD số 15/2006/QD-BTC > Tên chỉ tiêu,Theo QD số 15/2006/QD-BTC > Mã số,Theo QD số 15/2006/QD-BTC > Từ ngày 01/01/2014 đến ngày 14/01/2015,Theo TT số 200/2014/TT-BTC > Tên chỉ tiêu,Theo TT số 200/2014/TT-BTC > Mã số,Theo TT số 200/2014/TT-BTC > Từ ngày 01/01/2014 đến ngày 14/01/2015,Thay đổi,numeric__Theo QD số 15/2006/QD-BTC > Mã số,numeric__Theo QD số 15/2006/QD-BTC > Từ ngày 01/01/2014 đến ngày 14/01/2015,numeric__Theo TT số 200/2014/TT-BTC > Tên chỉ tiêu,numeric__Theo TT số 200/2014/TT-BTC > Mã số,numeric__Theo TT số 200/2014/TT-BTC > Từ ngày 01/01/2014 đến ngày 14/01/2015,numeric__Thay đổi
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,6.386.030.908.017,1. Doanh thu bán hàng và cung cấp dịch vụ,01,6.437.813.820.630,"Trình bày lại và bù trừ doanh doanh, giá vốn khuyến mại",1.0,6386030908017.0,,1.0,6437813820630.0,
2. Giá vốn hàng bán và dịch vụ cung cấp,2. Giá vốn hàng bán và dịch vụ cung cấp,2. Giá vốn hàng bán và dịch vụ cung cấp,11,4.757.980.270.514,2. Giá vốn hàng bán và dịch vụ cung cấp,11,4.751.237.468.133,"Bù trừ doanh thu, giá vốn khuyến mại",11.0,4757980270514.0,,11.0,4751237468133.0,
3. Thu nhập khác,3. Thu nhập khác,3. Thu nhập khác,31,59.830.913.446,3. Thu nhập khác,31,1.305.198.452,Trình bày lại,31.0,59830913446.0,,31.0,1305198452.0,
