row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,,
Doanh thu thành phẩm Urê,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu thành phẩm Urê,Doanh thu thành phẩm Urê,5.589.781.832.504,5.274.779.860.212,5589781832504.0,5274779860212.0
- Bán trong nước,Tổng doanh thu bán hàng và cung cấp dịch vụ > - Bán trong nước,- Bán trong nước,4.482.391.632.254,4.569.274.049.900,4482391632254.0,4569274049900.0
- Xuất khẩu,Tổng doanh thu bán hàng và cung cấp dịch vụ > - Xuất khẩu,- Xuất khẩu,1.107.390.200.250,705.505.810.312,1107390200250.0,705505810312.0
Doanh thu thành phẩm Amoniac,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu thành phẩm Amoniac,Doanh thu thành phẩm Amoniac,38.074.579.385,21.246.057.354,38074579385.0,21246057354.0
Doanh thu bán hàng hóa phân bón,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu bán hàng hóa phân bón,Doanh thu bán hàng hóa phân bón,1.311.882.295.090,1.317.283.816.206,1311882295090.0,1317283816206.0
- Bán trong nước,Tổng doanh thu bán hàng và cung cấp dịch vụ > - Bán trong nước,- Bán trong nước,1.150.608.102.412,1.277.110.933.504,1150608102412.0,1277110933504.0
- Xuất khẩu,Tổng doanh thu bán hàng và cung cấp dịch vụ > - Xuất khẩu,- Xuất khẩu,161.274.192.678,40.172.882.702,161274192678.0,40172882702.0
Doanh thu bán phế phẩm và các thành phẩm phân bón khác,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu bán phế phẩm và các thành phẩm phân bón khác,Doanh thu bán phế phẩm và các thành phẩm phân bón khác,225.852.230.230,211.915.460.750,225852230230.0,211915460750.0
Doanh thu dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu dịch vụ,Doanh thu dịch vụ,70.130.000,1.217.000.318,70130000.0,1217000318.0
,,,7.165.661.067.209,6.826.442.194.840,7165661067209.0,6826442194840.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,,
Chiết khẩu thương mại,Các khoản giảm trừ doanh thu > Chiết khẩu thương mại,Chiết khẩu thương mại,133.608.551.433,137.789.605.929,133608551433.0,137789605929.0
Hàng bán bị trả lại,Các khoản giảm trừ doanh thu > Hàng bán bị trả lại,Hàng bán bị trả lại,-,215.640.000,,215640000.0
,,,133.608.551.433,138.005.245.929,133608551433.0,138005245929.0
Doanh thu phát sinh trong năm với các bên liên quan (chỉ tiết trình bày tại Thuyết minh số 35),Các khoản giảm trừ doanh thu > Doanh thu phát sinh trong năm với các bên liên quan (chỉ tiết trình bày tại Thuyết minh số 35),Doanh thu phát sinh trong năm với các bên liên quan (chỉ tiết trình bày tại Thuyết minh số 35),18.489.832.500,68.213.697.500,18489832500.0,68213697500.0
