row_label_raw,row_label_full,col_0,31/12/2021,01/01/2021,numeric__31/12/2021,numeric__01/01/2021
Kinh phí công đoàn,Kinh phí công đoàn,Kinh phí công đoàn,311.421.115,400.835.177,311421115.0,400835177.0
"Bảo hiểm xã hội, y tế, bảo hiểm thất nghiệp","Bảo hiểm xã hội, y tế, bảo hiểm thất nghiệp","Bảo hiểm xã hội, y tế, bảo hiểm thất nghiệp",696.699.697,65.602.279,696699697.0,65602279.0
"Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn",2.751.587.437,2.737.026.476,2751587437.0,2737026476.0
"Cổ tức, lợi nhuận phải trả","Cổ tức, lợi nhuận phải trả","Cổ tức, lợi nhuận phải trả",153.465.375,799.463.475,153465375.0,799463475.0
Phải trả khác,Phải trả khác,Phải trả khác,23.153.810.817,16.987.564.068,23153810817.0,16987564068.0
Cộng,Cộng,Cộng,27.066.984.441,20.990.491.475,27066984441.0,20990491475.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,,
,,,31/12/2021,01/01/2021,,
"Nhận ký quỹ, ký cược dài hạn","b. Dài hạn > Nhận ký quỹ, ký cược dài hạn","Nhận ký quỹ, ký cược dài hạn",20.356.047.079,20.464.176.088,20356047079.0,20464176088.0
Cộng,b. Dài hạn > Cộng,Cộng,20.356.047.079,20.464.176.088,20356047079.0,20464176088.0
