row_label_raw,row_label_full,31/12/2021,Tài sản của bộ phận > Nguyên giáTSCĐ HH,Tài sản của bộ phận > Hao mòn lũy kế,Tài sản của bộ phận > Nợ phải thu,Tài sản của bộ phận > Tổng tài sản,Tài sản của bộ phận > Nợ phải trả,Khấu hao TSCĐNăm 2021,numeric__Tài sản của bộ phận > Nguyên giáTSCĐ HH,numeric__Tài sản của bộ phận > Hao mòn lũy kế,numeric__Tài sản của bộ phận > Nợ phải thu,numeric__Tài sản của bộ phận > Tổng tài sản,numeric__Tài sản của bộ phận > Nợ phải trả,numeric__Khấu hao TSCĐNăm 2021
Hoạt động SXKD sản phẩm Đường,Hoạt động SXKD sản phẩm Đường,Hoạt động SXKD sản phẩm Đường,3.639.223.609.182,(1.458.809.725.352),234.634.968.416,2.802.246.134.914,36.160.186.565,188.948.384.371,3639223609182.0,-1458809725352.0,234634968416.0,2802246134914.0,36160186565.0,188948384371.0
Hoạt động SXKD sản phẩm Sửa đậu nành,Hoạt động SXKD sản phẩm Sửa đậu nành,Hoạt động SXKD sản phẩm Sửa đậu nành,2.032.985.805.328,(1.663.447.075.803),59.863.679.084,872.686.010.090,185.249.785.286,128.348.325.379,2032985805328.0,-1663447075803.0,59863679084.0,872686010090.0,185249785286.0,128348325379.0
Công ty TNHH MTV Thương mại Thành Phát,Công ty TNHH MTV Thương mại Thành Phát,Công ty TNHH MTV Thương mại Thành Phát,2.961.128.358,(2.710.580.628),122.228.138.643,957.627.603.052,17.892.874.095,59.180.997,2961128358.0,-2710580628.0,122228138643.0,957627603052.0,17892874095.0,59180997.0
Hoạt động SXKD khác,Hoạt động SXKD khác,Hoạt động SXKD khác,3.267.202.038.480,(1.543.678.266.712),92.069.951.776,6.999.771.771.889,2.663.665.848.684,151.706.711.813,3267202038480.0,-1543678266712.0,92069951776.0,6999771771889.0,2663665848684.0,151706711813.0
,,,8.942.372.581.348,(4.668.645.648.495),508.796.737.919,11.632.331.519.945,2.902.968.694.630,469.062.602.560,8942372581348.0,-4668645648495.0,508796737919.0,11632331519945.0,2902968694630.0,469062602560.0
Các khoản loại trừ,Các khoản loại trừ,Các khoản loại trừ,-,-,(122.105.954.732),(1.756.581.249.598),(122.105.954.732),-,,,-122105954732.0,-1756581249598.0,-122105954732.0,
Tổng cộng,Tổng cộng,Tổng cộng,8.942.372.581.348,(4.668.645.648.495),386.690.783.187,9.875.750.270.347,2.780.862.739.898,469.062.602.560,8942372581348.0,-4668645648495.0,386690783187.0,9875750270347.0,2780862739898.0,469062602560.0
,,,Tài sản của bộ phận,Tài sản của bộ phận,Tài sản của bộ phận,Tài sản của bộ phận,Tài sản của bộ phận,,,,,,,
01/01/2021,01/01/2021,01/01/2021,Nguyên giáTSCĐ HH,Hao mòn lũy kế,Nợ phải thu,Tổng tài sản,Nợ phải trả,Khấu hao TSCĐNăm 2020,,,,,,
Hoạt động SXKD sản phẩm Đường,01/01/2021 > Hoạt động SXKD sản phẩm Đường,Hoạt động SXKD sản phẩm Đường,3.184.842.111.835,(1.673.482.459.564),133.617.330.854,2.025.590.143.028,62.230.411.821,161.604.778.211,3184842111835.0,-1673482459564.0,133617330854.0,2025590143028.0,62230411821.0,161604778211.0
Hoạt động SXKD sản phẩm Sửa đậu nành,01/01/2021 > Hoạt động SXKD sản phẩm Sửa đậu nành,Hoạt động SXKD sản phẩm Sửa đậu nành,2.004.795.576.153,(1.542.142.419.349),52.226.412.899,1.005.033.987.347,178.535.932.835,153.630.734.541,2004795576153.0,-1542142419349.0,52226412899.0,1005033987347.0,178535932835.0,153630734541.0
Công ty TNHH MTV Thương mại Thành Phát,01/01/2021 > Công ty TNHH MTV Thương mại Thành Phát,Công ty TNHH MTV Thương mại Thành Phát,2.696.815.631,(2.696.815.631),168.952.089.874,1.008.035.387.655,39.670.519.197,,2696815631.0,-2696815631.0,168952089874.0,1008035387655.0,39670519197.0,
Hoạt động SXKD khác,01/01/2021 > Hoạt động SXKD khác,Hoạt động SXKD khác,3.039.555.814.306,(1.223.055.908.168),78.316.087.342,6.915.332.333.094,2.432.929.319.839,150.451.823.846,3039555814306.0,-1223055908168.0,78316087342.0,6915332333094.0,2432929319839.0,150451823846.0
,,,8.231.890.317.925,(4.441.377.602.712),433.111.920.969,10.953.991.851.124,2.713.366.183.692,465.687.336.598,8231890317925.0,-4441377602712.0,433111920969.0,10953991851124.0,2713366183692.0,465687336598.0
Các khoản loại trừ,01/01/2021 > Các khoản loại trừ,Các khoản loại trừ,-,-,(168.401.740.951),(1.803.660.901.829),(168.401.740.951),-,,,-168401740951.0,-1803660901829.0,-168401740951.0,
Tổng cộng,01/01/2021 > Tổng cộng,Tổng cộng,8.231.890.317.925,(4.441.377.602.712),264.710.180.018,9.150.330.949.295,2.544.964.442.741,465.687.336.598,8231890317925.0,-4441377602712.0,264710180018.0,9150330949295.0,2544964442741.0,465687336598.0
