row_label_raw,row_label_full,col_0,Chi phí sửa chữa văn phòng VND,Công cụ và dụng cụ VND,Chi phí quảng cáo VND,Chi phí làm thủ tục vay VND,Chi phí khác VND,Tổng cộng VND,numeric__Chi phí sửa chữa văn phòng VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí quảng cáo VND,numeric__Chi phí làm thủ tục vay VND,numeric__Chi phí khác VND,numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,3.827.094.301,1.757.960.852,2.203.142.987,65.773.453.772,2.148.878.812,75.710.530.724,3827094301.0,1757960852.0,2203142987.0,65773453772.0,2148878812.0,75710530724.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,137.689.920,383.932.727,-,-,2.748.186.076,3.269.808.723,137689920.0,383932727.0,,,2748186076.0,3269808723.0
Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,182.681.870,-,-,-,-,182.681.870,182681870.0,,,,,182681870.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(2.015.040.910),(1.679.890.894),(2.203.142.987),(17.539.702.524),(4.333.026.175),(27.770.803.490),-2015040910.0,-1679890894.0,-2203142987.0,-17539702524.0,-4333026175.0,-27770803490.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,2.132.425.181,462.002.685,-,48.233.751.248,564.038.713,51.392.217.827,2132425181.0,462002685.0,,48233751248.0,564038713.0,51392217827.0
