row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2020 VND,2019 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2020 VND,numeric__2019 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,24,2.689.392.694.501,332.716.141.221,1.0,24.0,2689392694501.0,332716141221.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,24,34.165.432.000,-,2.0,24.0,34165432000.0,
Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,24,2.655.227.262.501,332.716.141.221,10.0,24.0,2655227262501.0,332716141221.0
Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,11,25,2.405.166.866.276,287.362.038.835,11.0,25.0,2405166866276.0,287362038835.0
Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),20,,250.060.396.225,45.354.102.386,20.0,,250060396225.0,45354102386.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,26,16.400.459.540.695,10.794.415.758.471,21.0,26.0,16400459540695.0,10794415758471.0
Trong đó: lợi nhuận công ty con chuyển về,Trong đó: lợi nhuận công ty con chuyển về,Trong đó: lợi nhuận công ty con chuyển về,,,16.100.097.194.886,10.610.843.351.633,,,16100097194886.0,10610843351633.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,27,337.400.764.081,265.964.344.396,22.0,27.0,337400764081.0,265964344396.0
Trong đó: chi phí lãi vay,Trong đó: chi phí lãi vay,Trong đó: chi phí lãi vay,23,,334.593.198.700,253.732.844.396,23.0,,334593198700.0,253732844396.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,28,93.208.630.220,71.140.267.042,26.0,28.0,93208630220.0,71140267042.0
Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 26),Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 26),Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 26),30,,16.219.910.542.619,10.502.665.249.419,30.0,,16219910542619.0,10502665249419.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,,11.528.623,5.255.386.692,31.0,,11528623.0,5255386692.0
Chi phí khác,Chi phí khác,Chi phí khác,32,,1.461.282.572,3.998.881.827,32.0,,1461282572.0,3998881827.0
(Lỗ)/lợi nhuận khác (40 = 31 - 32),(Lỗ)/lợi nhuận khác (40 = 31 - 32),(Lỗ)/lợi nhuận khác (40 = 31 - 32),40,,(1.449.753.949),1.256.504.865,40.0,,-1449753949.0,1256504865.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,16.218.460.788.670,10.503.921.754.284,50.0,,16218460788670.0,10503921754284.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,30,5.054.720.083,-,51.0,30.0,5054720083.0,
Lợi nhuận sau thuế TNDN (60 = 50 - 51),Lợi nhuận sau thuế TNDN (60 = 50 - 51),Lợi nhuận sau thuế TNDN (60 = 50 - 51),60,,16.213.406.068.587,10.503.921.754.284,60.0,,16213406068587.0,10503921754284.0
