row_label_raw,row_label_full,col_0,Giá trị ghi sổ > 31/12/2020Triệu VND,Giá trị ghi sổ > 1/1/2020Triệu VND,numeric__Giá trị ghi sổ > 31/12/2020Triệu VND,numeric__Giá trị ghi sổ > 1/1/2020Triệu VND
Các công cụ tài chính hương lãi suất cố định,Các công cụ tài chính hương lãi suất cố định,Các công cụ tài chính hương lãi suất cố định,,,,
Tài sản tài chính,Các công cụ tài chính hương lãi suất cố định > Tài sản tài chính,Tài sản tài chính,6.528.516,1.954.666,6528516.0,1954666.0
Các công cụ tài chính chịu lãi suất thả nổi,Các công cụ tài chính chịu lãi suất thả nổi,Các công cụ tài chính chịu lãi suất thả nổi,,,,
Tài sản tài chính,Các công cụ tài chính chịu lãi suất thả nổi > Tài sản tài chính,Tài sản tài chính,20.000,20.000,20000.0,20000.0
Nợ phải trả tài chính,Các công cụ tài chính chịu lãi suất thả nổi > Nợ phải trả tài chính,Nợ phải trả tài chính,(4.285.846),(4.640.000),-4285846.0,-4640000.0
,,,(4.265.846),(4.620.000),-4265846.0,-4620000.0
