row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2020 > Số phải thu VND > -,1/1/2020 > Số phải nộp VND > 2.040.427.322,Biến động trong năm > Số phải nộp/bù trừ với thuế được khấu trừ trong năm VND > 20.977.953.101,Biến động trong năm > Số đã nộp trong năm VND > (22.296.634.279),31/12/2020 > Số phải thu VND > 425.650.100,31/12/2020 > Số phải nộp VND > 1.147.396.244,numeric__1/1/2020 > Số phải thu VND > -,numeric__1/1/2020 > Số phải nộp VND > 2.040.427.322,numeric__Biến động trong năm > Số phải nộp/bù trừ với thuế được khấu trừ trong năm VND > 20.977.953.101,numeric__Biến động trong năm > Số đã nộp trong năm VND > (22.296.634.279),numeric__31/12/2020 > Số phải thu VND > 425.650.100,numeric__31/12/2020 > Số phải nộp VND > 1.147.396.244
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,112.095.388,47.767.975.935,(47.756.081.891),-,123.989.432,,112095388.0,47767975935.0,-47756081891.0,,123989432.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,9.938.039.659,-,5.054.720.083,-,4.883.319.576,-,9938039659.0,,5054720083.0,,4883319576.0,
Thuế nhà thầu,Thuế nhà thầu,Thuế nhà thầu,-,2.781.756.204,13.179.140.771,(14.678.588.450),-,1.282.308.525,,2781756204.0,13179140771.0,-14678588450.0,,1282308525.0
Tiền thuê đất,Tiền thuê đất,Tiền thuê đất,-,-,525.791.107,(525.791.107),-,-,,,525791107.0,-525791107.0,,
"Thuế, phí khác","Thuế, phí khác","Thuế, phí khác",-,-,6.600.000,(6.600.000),-,-,,,6600000.0,-6600000.0,,
,,,9.938.039.659,4.934.278.914,87.512.180.997,(85.263.695.727),5.308.969.676,2.553.694.201,9938039659.0,4934278914.0,87512180997.0,-85263695727.0,5308969676.0,2553694201.0
