row_label_raw,row_label_full,Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn▪ Tiền gửi có kỳ hạn (i) > Đầu tư nắm giữ đến ngày đáo hạn – dài hạn▪ Tiền gửi có kỳ hạn (ii),Số lượng,31/12/2020 > Giá gốc VND > 2.355.200.000.000 > 150.000.000.000,31/12/2020 > Giá trị hợp lý VND > 2.355.200.000.000 > (*),Số lượng_1,1/1/2020 > Giá gốc VND > -,1/1/2020 > Giá trị hợp lý VND > -,numeric__Số lượng,numeric__31/12/2020 > Giá gốc VND > 2.355.200.000.000 > 150.000.000.000,numeric__31/12/2020 > Giá trị hợp lý VND > 2.355.200.000.000 > (*),numeric__Số lượng_1,numeric__1/1/2020 > Giá gốc VND > -,numeric__1/1/2020 > Giá trị hợp lý VND > -
▪ Trái phiếu (iii),▪ Trái phiếu (iii),▪ Trái phiếu (iii),2.000,20.000.000.000,(*),2.000,20.000.000.000,(*),2000.0,20000000000.0,,2000.0,20000000000.0,
,,,,170.000.000.000,(*),,20.000.000.000,(*),,170000000000.0,,,20000000000.0,
