row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2020VND,2019VND,,
Công ty TNHH Thức ăn chăn nuôi Hòa PhátĐồng Nai,Công ty TNHH Thức ăn chăn nuôi Hòa PhátĐồng Nai,Công ty TNHH Thức ăn chăn nuôi Hòa PhátĐồng Nai,Công ty TNHH Thức ăn chăn nuôi Hòa PhátĐồng Nai,Công ty TNHH Thức ăn chăn nuôi Hòa PhátĐồng Nai,,
Cung cấp dịch vụ,Công ty TNHH Thức ăn chăn nuôi Hòa PhátĐồng Nai > Cung cấp dịch vụ,Cung cấp dịch vụ,862.871.992,94.853.091,862871992.0,94853091.0
Các khoản cho vay,Công ty TNHH Thức ăn chăn nuôi Hòa PhátĐồng Nai > Các khoản cho vay,Các khoản cho vay,5.000.000.000,82.000.000.000,5000000000.0,82000000000.0
Nhận thanh toán gốc cho vay,Công ty TNHH Thức ăn chăn nuôi Hòa PhátĐồng Nai > Nhận thanh toán gốc cho vay,Nhận thanh toán gốc cho vay,5.000.000.000,82.000.000.000,5000000000.0,82000000000.0
Công ty TNHH Gia cầm Hòa Phát,Công ty TNHH Gia cầm Hòa Phát,Công ty TNHH Gia cầm Hòa Phát,Công ty TNHH Gia cầm Hòa Phát,Công ty TNHH Gia cầm Hòa Phát,,
Cung cấp dịch vụ,Công ty TNHH Gia cầm Hòa Phát > Cung cấp dịch vụ,Cung cấp dịch vụ,1.448.174.385,1.089.807.546,1448174385.0,1089807546.0
Công ty TNHH Chăn nuôi Hòa Phát Quảng Bình,Công ty TNHH Chăn nuôi Hòa Phát Quảng Bình,Công ty TNHH Chăn nuôi Hòa Phát Quảng Bình,Công ty TNHH Chăn nuôi Hòa Phát Quảng Bình,Công ty TNHH Chăn nuôi Hòa Phát Quảng Bình,,
Các khoản cho vay,Công ty TNHH Chăn nuôi Hòa Phát Quảng Bình > Các khoản cho vay,Các khoản cho vay,195.000.000.000,-,195000000000.0,
Nhận thanh toán gốc cho vay,Công ty TNHH Chăn nuôi Hòa Phát Quảng Bình > Nhận thanh toán gốc cho vay,Nhận thanh toán gốc cho vay,195.000.000.000,19.600.000.000,195000000000.0,19600000000.0
Công ty TNHH MTV Chăn nuôi Việt Hùng,Công ty TNHH MTV Chăn nuôi Việt Hùng,Công ty TNHH MTV Chăn nuôi Việt Hùng,Công ty TNHH MTV Chăn nuôi Việt Hùng,Công ty TNHH MTV Chăn nuôi Việt Hùng,,
Các khoản cho vay,Công ty TNHH MTV Chăn nuôi Việt Hùng > Các khoản cho vay,Các khoản cho vay,8.500.000.000,-,8500000000.0,
Nhận thanh toán gốc cho vay,Công ty TNHH MTV Chăn nuôi Việt Hùng > Nhận thanh toán gốc cho vay,Nhận thanh toán gốc cho vay,8.500.000.000,-,8500000000.0,
Công ty TNHH Chăn nuôi Hòa Phước,Công ty TNHH Chăn nuôi Hòa Phước,Công ty TNHH Chăn nuôi Hòa Phước,Công ty TNHH Chăn nuôi Hòa Phước,Công ty TNHH Chăn nuôi Hòa Phước,,
Cung cấp dịch vụ,Công ty TNHH Chăn nuôi Hòa Phước > Cung cấp dịch vụ,Cung cấp dịch vụ,406.912.379,23.232.326,406912379.0,23232326.0
Nhận thanh toán gốc cho vay,Công ty TNHH Chăn nuôi Hòa Phước > Nhận thanh toán gốc cho vay,Nhận thanh toán gốc cho vay,-,156.000.000.000,,156000000000.0
Công ty TNHH MTV Chăn nuôi Hòa Yên,Công ty TNHH MTV Chăn nuôi Hòa Yên,Công ty TNHH MTV Chăn nuôi Hòa Yên,Công ty TNHH MTV Chăn nuôi Hòa Yên,Công ty TNHH MTV Chăn nuôi Hòa Yên,,
Nhận thanh toán gốc cho vay,Công ty TNHH MTV Chăn nuôi Hòa Yên > Nhận thanh toán gốc cho vay,Nhận thanh toán gốc cho vay,-,71.700.000.000,,71700000000.0
Công ty TNHH MTV Gia cầm Hòa Phát Phú Thọ,Công ty TNHH MTV Gia cầm Hòa Phát Phú Thọ,Công ty TNHH MTV Gia cầm Hòa Phát Phú Thọ,Công ty TNHH MTV Gia cầm Hòa Phát Phú Thọ,Công ty TNHH MTV Gia cầm Hòa Phát Phú Thọ,,
Các khoản cho vay,Công ty TNHH MTV Gia cầm Hòa Phát Phú Thọ > Các khoản cho vay,Các khoản cho vay,-,162.350.000.000,,162350000000.0
Nhận thanh toán gốc cho vay,Công ty TNHH MTV Gia cầm Hòa Phát Phú Thọ > Nhận thanh toán gốc cho vay,Nhận thanh toán gốc cho vay,-,175.550.000.000,,175550000000.0
Mua hàng hóa dịch vụ,Công ty TNHH MTV Gia cầm Hòa Phát Phú Thọ > Mua hàng hóa dịch vụ,Mua hàng hóa dịch vụ,79.978.000,-,79978000.0,
Công ty TNHH Phát triển hạ tầng Khu công nghiệpHòa Phát Hưng Yên (trước đây là Công ty Quản lýkhai thác Khu công nghiệp Phố Nói A),Công ty TNHH Phát triển hạ tầng Khu công nghiệpHòa Phát Hưng Yên (trước đây là Công ty Quản lýkhai thác Khu công nghiệp Phố Nói A),Công ty TNHH Phát triển hạ tầng Khu công nghiệpHòa Phát Hưng Yên (trước đây là Công ty Quản lýkhai thác Khu công nghiệp Phố Nói A),Công ty TNHH Phát triển hạ tầng Khu công nghiệpHòa Phát Hưng Yên (trước đây là Công ty Quản lýkhai thác Khu công nghiệp Phố Nói A),Công ty TNHH Phát triển hạ tầng Khu công nghiệpHòa Phát Hưng Yên (trước đây là Công ty Quản lýkhai thác Khu công nghiệp Phố Nói A),,
Các khoản cho vay,Công ty TNHH Phát triển hạ tầng Khu công nghiệpHòa Phát Hưng Yên (trước đây là Công ty Quản lýkhai thác Khu công nghiệp Phố Nói A) > Các khoản cho vay,Các khoản cho vay,-,16.000.000.000,,16000000000.0
Nhận thanh toán gốc cho vay,Công ty TNHH Phát triển hạ tầng Khu công nghiệpHòa Phát Hưng Yên (trước đây là Công ty Quản lýkhai thác Khu công nghiệp Phố Nói A) > Nhận thanh toán gốc cho vay,Nhận thanh toán gốc cho vay,-,16.000.000.000,,16000000000.0
Thành viên của Hội đồng Quản trị,Thành viên của Hội đồng Quản trị,Thành viên của Hội đồng Quản trị,Thành viên của Hội đồng Quản trị,Thành viên của Hội đồng Quản trị,,
Thù lao,Thành viên của Hội đồng Quản trị > Thù lao,Thù lao,25.240.000.000,27.280.000.000,25240000000.0,27280000000.0
Thành viên của Ban Giám đốcLương và thường,Thành viên của Hội đồng Quản trị > Thành viên của Ban Giám đốcLương và thường,Thành viên của Ban Giám đốcLương và thường,2.320.000.000,2.540.000.000,2320000000.0,2540000000.0
"Thành viên của Ban Kiểm soátThù lao, lương và thường","Thành viên của Hội đồng Quản trị > Thành viên của Ban Kiểm soátThù lao, lương và thường","Thành viên của Ban Kiểm soátThù lao, lương và thường",842.438.612,780.964.457,842438612.0,780964457.0
