row_label_raw,row_label_full,col_0,31/12/2020USD,1/1/2020USD,numeric__31/12/2020USD,numeric__1/1/2020USD
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,1.102(184.615.385),1.052(200.000.000),,
Các khoản vay,Tiền và các khoản tương đương tiền > Các khoản vay,Các khoản vay,(184.614.283),(199.998.948),-184614283.0,-199998948.0
