row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,9.915.182.507.987,9.694.201.007.126,,200.0,,9915182507987.0,9694201007126.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,261.864.705.954,247.465.645.602,,210.0,,261864705954.0,247465645602.0
1.,1.,1.,Phải thu dài hạn khác,216,8,261.864.705.954,247.465.645.602,,216.0,8.0,261864705954.0,247465645602.0
II.,II.,II.,Tài sản cố định,220,,1.763.355.126.573,1.902.491.428.653,,220.0,,1763355126573.0,1902491428653.0
1.,1.,1.,Tài sản cố định hữu hình,221,11,1.610.236.713.369,1.754.992.531.099,,221.0,11.0,1610236713369.0,1754992531099.0
1.,1.,1.,- Nguyên giá,222,,4.072.074.979.414,4.024.290.071.006,,222.0,,4072074979414.0,4024290071006.0
1.,1.,1.,- Giá trị hao mòn lũy kế,223,,(2.461.838.266.045),(2.269.297.539.907),,223.0,,-2461838266045.0,-2269297539907.0
2.,2.,2.,Tài sản cố định thuê tài chính,224,12,11.714.171.545,10.328.048.155,,224.0,12.0,11714171545.0,10328048155.0
2.,2.,2.,- Nguyên giá,225,,16.154.329.364,13.572.300.001,,225.0,,16154329364.0,13572300001.0
2.,2.,2.,- Giá trị hao mòn lũy kế,226,,(4.440.157.819),(3.244.251.846),,226.0,,-4440157819.0,-3244251846.0
3.,3.,3.,Tài sản cố định vô hình,227,13,141.404.241.659,137.170.849.399,,227.0,13.0,141404241659.0,137170849399.0
3.,3.,3.,- Nguyên giá,228,,177.058.165.646,168.284.167.812,,228.0,,177058165646.0,168284167812.0
3.,3.,3.,- Giá trị hao mòn lũy kế,229,,(35.653.923.987),(31.113.318.413),,229.0,,-35653923987.0,-31113318413.0
III.,III.,III.,Bắt động sản đầu tư,230,14,1.938.324.598.052,1.947.491.433.020,,230.0,14.0,1938324598052.0,1947491433020.0
III.,III.,III.,- Nguyên giá,231,,9.259.568.416.163,7.703.804.763.543,,231.0,,9259568416163.0,7703804763543.0
III.,III.,III.,- Giá trị hao mòn lũy kế,232,,(7.321.243.818.111),(5.756.313.330.523),,232.0,,-7321243818111.0,-5756313330523.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,15,3.341.851.778.753,3.140.901.474.816,,240.0,15.0,3341851778753.0,3140901474816.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,,3.341.851.778.753,3.140.901.474.816,,242.0,,3341851778753.0,3140901474816.0
V.,V.,V.,Đầu tư tài chính dài hạn,250,5,2.444.908.974.270,2.276.406.185.653,,250.0,5.0,2444908974270.0,2276406185653.0
1.,1.,1.,Đầu tư vào công ty con,251,,2.396.078.636.436,2.202.311.778.931,,251.0,,2396078636436.0,2202311778931.0
2.,2.,2.,"Đầu tư vào công ty liên doanh, liên kết",252,,432.579.247.897,430.079.247.897,,252.0,,432579247897.0,430079247897.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,,8.242.682.344,8.242.682.344,,253.0,,8242682344.0,8242682344.0
4.,4.,4.,Dự phòng đầu tư tài chính dài hạn,254,,(392.073.892.407),(364.309.823.519),,254.0,,-392073892407.0,-364309823519.0
5.,5.,5.,Đầu tư nằm giữ đến ngày đáo hạn,255,,82.300.000,82.300.000,,255.0,,82300000.0,82300000.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,164.877.324.385,179.444.839.382,,260.0,,164877324385.0,179444839382.0
1.,1.,1.,Chi phí trả trước dài hạn,261,16,157.542.389.697,174.226.132.813,,261.0,16.0,157542389697.0,174226132813.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,17,7.334.934.688,5.218.706.569,,262.0,17.0,7334934688.0,5218706569.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,14.135.781.605.480,14.649.159.889.802,,270.0,,14135781605480.0,14649159889802.0
