row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > VND Số có khả năng trả nợ,Số đầu năm > Giá trị,Số đầu năm > VND Số có khả năng trả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > VND Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > VND Số có khả năng trả nợ
Công ty TNHH Thiết bị Hệ thống L.P.G,Công ty TNHH Thiết bị Hệ thống L.P.G,Công ty TNHH Thiết bị Hệ thống L.P.G,42.621.511.925,42.621.511.925,42.790.413.623,42.790.413.623,42621511925.0,42621511925.0,42790413623.0,42790413623.0
Công ty TNHH Khai thác và Xây dựng công nghiệp Trung Nguyên,Công ty TNHH Khai thác và Xây dựng công nghiệp Trung Nguyên,Công ty TNHH Khai thác và Xây dựng công nghiệp Trung Nguyên,37.959.554.099,37.959.554.099,-,-,37959554099.0,37959554099.0,,
Công ty TNHH Xây dựng Tiên Du,Công ty TNHH Xây dựng Tiên Du,Công ty TNHH Xây dựng Tiên Du,26.203.441.550,26.203.441.550,18.538.553.540,18.538.553.540,26203441550.0,26203441550.0,18538553540.0,18538553540.0
Công ty Cổ phần Xây dựng Bắc Ninh,Công ty Cổ phần Xây dựng Bắc Ninh,Công ty Cổ phần Xây dựng Bắc Ninh,21.927.044.130,21.927.044.130,-,-,21927044130.0,21927044130.0,,
Công ty TNHH Đầu tư Xây dựng và Công nghệ Môi trường Dương Nhật,Công ty TNHH Đầu tư Xây dựng và Công nghệ Môi trường Dương Nhật,Công ty TNHH Đầu tư Xây dựng và Công nghệ Môi trường Dương Nhật,21.437.818.759,21.437.818.759,4.242.427.000,4.242.427.000,21437818759.0,21437818759.0,4242427000.0,4242427000.0
Công ty TNHH Ecoba Công nghệ Môi trường,Công ty TNHH Ecoba Công nghệ Môi trường,Công ty TNHH Ecoba Công nghệ Môi trường,19.121.489.654,19.121.489.654,4.281.774.615,4.281.774.615,19121489654.0,19121489654.0,4281774615.0,4281774615.0
"Công ty TNHH MTV Thương mại, Dịch vụ và Xây dựng công nghệ môi trường Nước Xanh","Công ty TNHH MTV Thương mại, Dịch vụ và Xây dựng công nghệ môi trường Nước Xanh","Công ty TNHH MTV Thương mại, Dịch vụ và Xây dựng công nghệ môi trường Nước Xanh",13.269.469.471,13.269.469.471,-,-,13269469471.0,13269469471.0,,
Công ty TNHH Mitsui Việt Nam,Công ty TNHH Mitsui Việt Nam,Công ty TNHH Mitsui Việt Nam,12.769.718.325,12.769.718.325,-,-,12769718325.0,12769718325.0,,
Tổng Công ty Vật liệu xây dựng Số 1 - CTCP,Tổng Công ty Vật liệu xây dựng Số 1 - CTCP,Tổng Công ty Vật liệu xây dựng Số 1 - CTCP,10.849.587.168,10.849.587.168,7.160.981.828,7.160.981.828,10849587168.0,10849587168.0,7160981828.0,7160981828.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,393.996.725.610,393.996.725.610,454.879.744.186,454.879.744.186,393996725610.0,393996725610.0,454879744186.0,454879744186.0
,,,600.156.360.691,600.156.360.691,531.893.894.792,531.893.894.792,600156360691.0,600156360691.0,531893894792.0,531893894792.0
Trong đó: Phải trả người bán ngắn hạn là các bên liên quan(Chi tiết tại Thuyết minh số 41),Trong đó: Phải trả người bán ngắn hạn là các bên liên quan(Chi tiết tại Thuyết minh số 41),Trong đó: Phải trả người bán ngắn hạn là các bên liên quan(Chi tiết tại Thuyết minh số 41),20.422.573.069,20.422.573.069,34.357.685.215,34.357.685.215,20422573069.0,20422573069.0,34357685215.0,34357685215.0
