row_label_raw,row_label_full,1.,"Tiền chi mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,(1.525.157.405.368),(2.065.187.654.792),"numeric__Tiền chi mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",numeric__21,numeric__(1.525.157.405.368),numeric__(2.065.187.654.792)
2.,2.,2.,"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,661.905.443,-,,22.0,661905443.0,
3.,3.,3.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(2.500.000.000),(15.000.000.000),,23.0,-2500000000.0,-15000000000.0
4.,4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,15.000.000.000,-,,24.0,15000000000.0,
5.,5.,5.,Tiền chi đầu tư góp vốn vào đơn vị khác,25,(582.450.681.505),(631.283.130.883),,25.0,-582450681505.0,-631283130883.0
6.,6.,6.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,152.718.475.276,79.649.896.900,,27.0,152718475276.0,79649896900.0
,,,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(1.941.727.706.154),(2.631.820.888.775),,30.0,-1941727706154.0,-2631820888775.0
