row_label_raw,row_label_full,Thuế giá trị gia tăng,Số phải thuđầu nămVND > 5.823.924.535,Số phải nộpđầu nămVND > 45.582.549.971,Số phải nộp/thu trong nămVND > 176.498.663.694,Số đã nộp/thu trong nămVND > 217.380.653.656,Số phải thu cuối nămVND > 7.311.521.664,Số phải nộp cuối nămVND > 6.188.157.138,numeric__Số phải thuđầu nămVND > 5.823.924.535,numeric__Số phải nộpđầu nămVND > 45.582.549.971,numeric__Số phải nộp/thu trong nămVND > 176.498.663.694,numeric__Số đã nộp/thu trong nămVND > 217.380.653.656,numeric__Số phải thu cuối nămVND > 7.311.521.664,numeric__Số phải nộp cuối nămVND > 6.188.157.138
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,10.432.916.691,63.945.337.161,314.011.179.543,322.483.617.714,9.743.754.088,54.783.736.387,10432916691.0,63945337161.0,314011179543.0,322483617714.0,9743754088.0,54783736387.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,3.522.066.252,26.219.069.910,28.199.669.042,2.631.318.069,4.172.785.189,,3522066252.0,26219069910.0,28199669042.0,2631318069.0,4172785189.0
Thuế nhà đất và tiền thuê đất,Thuế nhà đất và tiền thuê đất,Thuế nhà đất và tiền thuê đất,60.145.095,-,27.611.462.823,27.611.462.823,60.145.095,-,60145095.0,,27611462823.0,27611462823.0,60145095.0,
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,11.975.512,971.508.642,947.333.350,-,36.150.804,,11975512.0,971508642.0,947333350.0,,36150804.0
"Các loại thuế, phí khác","Các loại thuế, phí khác","Các loại thuế, phí khác",63.000.000,30.742.757.062,5.305.347.522,23.791.607.391,63.000.000,12.256.497.193,63000000.0,30742757062.0,5305347522.0,23791607391.0,63000000.0,12256497193.0
,,,16.379.986.321,143.804.685.958,550.617.232.134,620.414.343.976,19.809.738.916,77.437.326.711,16379986321.0,143804685958.0,550617232134.0,620414343976.0,19809738916.0,77437326711.0
