row_label_raw,row_label_full,a. Đầu tư nằm giữ đến ngày đáo hạn,Số cuối năm > Giá gốc > a. Đầu tư nằm giữ đến ngày đáo hạn,Số cuối năm > VND Giá trị ghi số > a. Đầu tư nằm giữ đến ngày đáo hạn,Số đầu năm > Giá gốc > a. Đầu tư nằm giữ đến ngày đáo hạn,Số đầu năm > VND Giá trị ghi số > a. Đầu tư nằm giữ đến ngày đáo hạn,numeric__Số cuối năm > Giá gốc > a. Đầu tư nằm giữ đến ngày đáo hạn,numeric__Số cuối năm > VND Giá trị ghi số > a. Đầu tư nằm giữ đến ngày đáo hạn,numeric__Số đầu năm > Giá gốc > a. Đầu tư nằm giữ đến ngày đáo hạn,numeric__Số đầu năm > VND Giá trị ghi số > a. Đầu tư nằm giữ đến ngày đáo hạn
a1) Ngắn hạn,a1) Ngắn hạn,a1) Ngắn hạn,2.500.000.000,2.500.000.000,15.000.000.000,15.000.000.000,2500000000.0,2500000000.0,15000000000.0,15000000000.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,2.500.000.000,2.500.000.000,15.000.000.000,15.000.000.000,2500000000.0,2500000000.0,15000000000.0,15000000000.0
gốc trên 3 tháng đến dưới 12 tháng,gốc trên 3 tháng đến dưới 12 tháng,gốc trên 3 tháng đến dưới 12 tháng,gốc trên 3 tháng đến dưới 12 tháng,gốc trên 3 tháng đến dưới 12 tháng,gốc trên 3 tháng đến dưới 12 tháng,gốc trên 3 tháng đến dưới 12 tháng,,,,
a2) Dài hạn,gốc trên 3 tháng đến dưới 12 tháng > a2) Dài hạn,a2) Dài hạn,82.300.000,82.300.000,82.300.000,82.300.000,82300000.0,82300000.0,82300000.0,82300000.0
Các khoản đầu tư khác,gốc trên 3 tháng đến dưới 12 tháng > Các khoản đầu tư khác,Các khoản đầu tư khác,82.300.000,82.300.000,82.300.000,82.300.000,82300000.0,82300000.0,82300000.0,82300000.0
