row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,6.834.403.757.757,6.642.060.180.065,,400.0,,6834403757757.0,6642060180065.0
I.,I.,I.,Vốn chủ sở hữu,410,29,6.793.558.920.229,6.598.180.225.237,,410.0,29.0,6793558920229.0,6598180225237.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,4.483.500.000.000,4.483.500.000.000,,411.0,,4483500000000.0,4483500000000.0
1.,1.,1.,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,4.483.500.000.000,4.483.500.000.000,,,,4483500000000.0,4483500000000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,931.212.247.586,931.212.247.586,,412.0,,931212247586.0,931212247586.0
3.,3.,3.,Quỹ đầu tư phát triển,418,,429.193.496.627,176.246.955.023,,418.0,,429193496627.0,176246955023.0
4.,4.,4.,Lợi nhuận sau thuế chưa phân phối,421,,949.653.176.016,1.007.221.022.628,,421.0,,949653176016.0,1007221022628.0
4.,4.,4.,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,-,74.024.839.306,,,,,74024839306.0
4.,4.,4.,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,949.653.176.016,933.196.183.322,,,,949653176016.0,933196183322.0
II.,II.,II.,Nguồn kinh phí và quỹ khác,430,,40.844.837.528,43.879.954.828,,430.0,,40844837528.0,43879954828.0
1.,1.,1.,Nguồn kinh phí đã hình thành tài sản cố định,432,30,40.844.837.528,43.879.954.828,,432.0,30.0,40844837528.0,43879954828.0
,,,TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,14.135.781.605.480,14.649.159.889.802,,440.0,,14135781605480.0,14649159889802.0
