row_label_raw,row_label_full,col_0,Năm nay,Năm nay_1,Năm nay_2,Năm nay_3,Năm trước,Năm trước_1,numeric__Năm nay,numeric__Năm nay_1,numeric__Năm nay_2,numeric__Năm nay_3,numeric__Năm trước,numeric__Năm trước_1
,,,Hoạt độngbắt động sản,Hoạt động SXKDkhác,VNDTổng,Hoạt độngbắt động sản,Hoạt động SXKDkhác,VNDTổng,,,,,,
Lợi nhuận trước thuế,Lợi nhuận trước thuế,Lợi nhuận trước thuế,1.380.498.442.567,329.399.684.873,1.709.898.127.440,930.867.107.858,218.076.329.583,1.148.943.437.441,1380498442567.0,329399684873.0,1709898127440.0,930867107858.0,218076329583.0,1148943437441.0
Điều chỉnh cho thu nhập tính thuế,Điều chỉnh cho thu nhập tính thuế,Điều chỉnh cho thu nhập tính thuế,,,,,,,,,,,,
Trừ:,Điều chỉnh cho thu nhập tính thuế > Trừ:,Trừ:,(9.864.168.888),(123.394.283.455),(133.258.452.343),-,(70.327.437.387),(70.327.437.387),-9864168888.0,-123394283455.0,-133258452343.0,,-70327437387.0,-70327437387.0
Thu nhập từ cổ tức,Điều chỉnh cho thu nhập tính thuế > Thu nhập từ cổ tức,Thu nhập từ cổ tức,-,(130.068.306.762),(130.068.306.762),-,(68.712.641.369),(68.712.641.369),,-130068306762.0,-130068306762.0,,-68712641369.0,-68712641369.0
Ảnh hưởng của các khoản chênh lệch tạm thời,Điều chỉnh cho thu nhập tính thuế > Ảnh hưởng của các khoản chênh lệch tạm thời,Ảnh hưởng của các khoản chênh lệch tạm thời,(9.864.168.888),6.674.023.307,(3.190.145.581),-,,-,-9864168888.0,6674023307.0,-3190145581.0,,,
Các khoản khác,Điều chỉnh cho thu nhập tính thuế > Các khoản khác,Các khoản khác,-,-,-,-,(1.614.796.018),(1.614.796.018),,,,,-1614796018.0,-1614796018.0
Cộng:,Điều chỉnh cho thu nhập tính thuế > Cộng:,Cộng:,3.742.118.393,24.920.875.652,28.662.994.045,-,17.869.154.976,17.869.154.976,3742118393.0,24920875652.0,28662994045.0,,17869154976.0,17869154976.0
Chi phí không được trừ khác,Điều chỉnh cho thu nhập tính thuế > Chi phí không được trừ khác,Chi phí không được trừ khác,3.742.118.393,11.149.589.474,14.891.707.867,-,4.980.814.991,4.980.814.991,3742118393.0,11149589474.0,14891707867.0,,4980814991.0,4980814991.0
Ảnh hưởng của các khoản chênh lệch tạm thời,Điều chỉnh cho thu nhập tính thuế > Ảnh hưởng của các khoản chênh lệch tạm thời,Ảnh hưởng của các khoản chênh lệch tạm thời,-,13.771.286.178,13.771.286.178,-,12.888.339.985,12.888.339.985,,13771286178.0,13771286178.0,,12888339985.0,12888339985.0
Thu nhập tính thuế năm hiện hành,Điều chỉnh cho thu nhập tính thuế > Thu nhập tính thuế năm hiện hành,Thu nhập tính thuế năm hiện hành,1.374.376.392.072,230.926.277.070,1.605.302.669.142,930.867.107.858,165.618.047.172,1.096.485.155.030,1374376392072.0,230926277070.0,1605302669142.0,930867107858.0,165618047172.0,1096485155030.0
Thu nhập chịu thuế suất 20%,Điều chỉnh cho thu nhập tính thuế > Thu nhập chịu thuế suất 20%,Thu nhập chịu thuế suất 20%,1.377.566.362.156,185.440.954.632,1.563.007.316.788,936.387.669.112,157.802.287.645,1.094.189.956.757,1377566362156.0,185440954632.0,1563007316788.0,936387669112.0,157802287645.0,1094189956757.0
Thu nhập chịu thuế suất 17%,Điều chỉnh cho thu nhập tính thuế > Thu nhập chịu thuế suất 17%,Thu nhập chịu thuế suất 17%,-,10.911.058.592,10.911.058.592,-,-,-,,10911058592.0,10911058592.0,,,
Thu nhập chịu thuế suất 10%,Điều chỉnh cho thu nhập tính thuế > Thu nhập chịu thuế suất 10%,Thu nhập chịu thuế suất 10%,(3.189.970.084),34.574.263.846,31.384.293.762,(5.520.561.254),3.376.632.618,(2.143.928.636),-3189970084.0,34574263846.0,31384293762.0,-5520561254.0,3376632618.0,-2143928636.0
Thu nhập chịu thuế suất 0%,Điều chỉnh cho thu nhập tính thuế > Thu nhập chịu thuế suất 0%,Thu nhập chịu thuế suất 0%,-,-,-,-,4.439.126.909,4.439.126.909,,,,,4439126909.0,4439126909.0
Chi phí thuế thu nhập doanh nghiệp phát sinh,Điều chỉnh cho thu nhập tính thuế > Chi phí thuế thu nhập doanh nghiệp phát sinh,Chi phí thuế thu nhập doanh nghiệp phát sinh,275.194.275.423,42.400.497.273,317.594.772.696,187.277.533.822,31.898.120.791,219.175.654.613,275194275423.0,42400497273.0,317594772696.0,187277533822.0,31898120791.0,219175654613.0
Trừ: Số thuế thu nhập doanh nghiệp được miễn giảm,Điều chỉnh cho thu nhập tính thuế > Trừ: Số thuế thu nhập doanh nghiệp được miễn giảm,Trừ: Số thuế thu nhập doanh nghiệp được miễn giảm,-,(3.583.593.153),(3.583.593.153),-,(590.009.019),(590.009.019),,-3583593153.0,-3583593153.0,,-590009019.0,-590009019.0
Chi phí thuế thu nhập doanh nghiệp năm hiện hành,Điều chỉnh cho thu nhập tính thuế > Chi phí thuế thu nhập doanh nghiệp năm hiện hành,Chi phí thuế thu nhập doanh nghiệp năm hiện hành,275.194.275.423,38.816.904.120,314.011.179.543,187.277.533.822,31.308.111.772,218.585.645.594,275194275423.0,38816904120.0,314011179543.0,187277533822.0,31308111772.0,218585645594.0
