row_label_raw,row_label_full,Hợp đồng,Số cuối năm VND,Số đầu năm VND,Thời hạn cho vay/ngày đáo hạn,Lãi suất,Mục đích vay,Tài sản đảm bảo,numeric__Số cuối năm VND,numeric__Số đầu năm VND,numeric__Thời hạn cho vay/ngày đáo hạn,numeric__Lãi suất,numeric__Mục đích vay,numeric__Tài sản đảm bảo
Quỹ bảo vệ Môi trường,Quỹ bảo vệ Môi trường,Quỹ bảo vệ Môi trường,-,800.000.000,,,,,,800000000.0,,,,
Khoản vay Quỹ bảo vệ Môi trường,Khoản vay Quỹ bảo vệ Môi trường,Khoản vay Quỹ bảo vệ Môi trường,-,800.000.000,84 tháng,"3,6%/năm",,Chứng thư bảo lãnh số 01VIGLACERA/2016/VCB của Ngân hàng TMCP Ngoại thương Việt Nam – Chi nhánh Sở giao dịch phát hành ngày 12 tháng 9 năm 2016,,800000000.0,,,,
Công ty TNHH MTV Cho thuê tài chính Ngân hàng Công thương Việt Nam,Công ty TNHH MTV Cho thuê tài chính Ngân hàng Công thương Việt Nam,Công ty TNHH MTV Cho thuê tài chính Ngân hàng Công thương Việt Nam,7.288.537.300,6.388.812.000,,,,,7288537300.0,6388812000.0,,,,
Hợp đồng số 02.083/2019/TSC-CTTC cùng Phụ lục hợp đồng số 01 của Hợp đồng số 02.083/2019/TSC-CTTC ngày 27 tháng 12 năm 2019 và hợp đồng số 02118/TSC - CTTC ngày 30 tháng 12 năm 2021,Hợp đồng số 02.083/2019/TSC-CTTC cùng Phụ lục hợp đồng số 01 của Hợp đồng số 02.083/2019/TSC-CTTC ngày 27 tháng 12 năm 2019 và hợp đồng số 02118/TSC - CTTC ngày 30 tháng 12 năm 2021,Hợp đồng số 02.083/2019/TSC-CTTC cùng Phụ lục hợp đồng số 01 của Hợp đồng số 02.083/2019/TSC-CTTC ngày 27 tháng 12 năm 2019 và hợp đồng số 02118/TSC - CTTC ngày 30 tháng 12 năm 2021,2.455.666.300,320.308.000,60 tháng,Lãi cơ bản VND do Công ty Cho thuê tài chính MTV Ngân hàng Công thương Việt Nam công bố cộng biên độ 3%/năm,Thuê phương tiện phục vụ quản lý và máy móc phục vụ sản xuất,Tín chấp,2455666300.0,320308000.0,,,,
Khoản nợ thuê tài chính với Công ty Cho thuê Tài chính Ngân hàng TMCP Công thương Việt Nam,Khoản nợ thuê tài chính với Công ty Cho thuê Tài chính Ngân hàng TMCP Công thương Việt Nam,Khoản nợ thuê tài chính với Công ty Cho thuê Tài chính Ngân hàng TMCP Công thương Việt Nam,-,26.910.000,48 tháng,Thay đổi theo từng thời kỳ,Thuê phương tiện phục vụ quản lý,Khoản tiền ký cược có giá trị 37.500.000 VND,,26910000.0,,,,
Hợp đồng thuê tài chính số 02.012/2022/TSC - CTTC ngày 08 tháng 3 năm 2022,Hợp đồng thuê tài chính số 02.012/2022/TSC - CTTC ngày 08 tháng 3 năm 2022,Hợp đồng thuê tài chính số 02.012/2022/TSC - CTTC ngày 08 tháng 3 năm 2022,504.869.000,-,24 tháng,Điều chỉnh theo thời kỳ,Thuê phương tiện phục vụ quản lý,Khoản tiền ký cược có giá trị 45.000.000 VND,504869000.0,,,,,
Hợp đồng thuê tài chính số 02.067/2021/TS - CTTC và 02.068/2021/TS - CTTC ngày 16 tháng 06 năm 2021,Hợp đồng thuê tài chính số 02.067/2021/TS - CTTC và 02.068/2021/TS - CTTC ngày 16 tháng 06 năm 2021,Hợp đồng thuê tài chính số 02.067/2021/TS - CTTC và 02.068/2021/TS - CTTC ngày 16 tháng 06 năm 2021,4.328.002.000,6.041.594.000,48 tháng,Thả nối và điều chỉnh 03 tháng/lần kể từ ngày giải ngân đầu tiên,"Thuê máy móc thiết bị, phương tiện vận tải phục vụ sản xuất và quản lý",Ký cược số tiền 141.000.000 VND,4328002000.0,6041594000.0,,,,
,,,67.367.581.547,137.245.809.140,,,,,67367581547.0,137245809140.0,,,,
