row_label_raw,row_label_full,Chỉ tiêu,Mã số,Số đã báo cáo,Phân loại lại,Số sau phân loại lại,numeric__Mã số,numeric__Số đã báo cáo,numeric__Phân loại lại,numeric__Số sau phân loại lại
,,,,VND,VND,VND,,,,
Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,315,823.728.357.738,(152.320.123.747),671.408.233.991,315.0,823728357738.0,-152320123747.0,671408233991.0
Dự phòng phải trả ngắn hạn,Dự phòng phải trả ngắn hạn,Dự phòng phải trả ngắn hạn,321,114.200.238.969,(108.809.143.289),5.391.095.680,321.0,114200238969.0,-108809143289.0,5391095680.0
Chi phí phải trả dài hạn,Chi phí phải trả dài hạn,Chi phí phải trả dài hạn,333,-,152.320.123.747,152.320.123.747,333.0,,152320123747.0,152320123747.0
Dự phòng phải trả dài hạn,Dự phòng phải trả dài hạn,Dự phòng phải trả dài hạn,342,221.058.049.893,108.809.143.289,329.867.193.182,342.0,221058049893.0,108809143289.0,329867193182.0
