row_label_raw,row_label_full,col_0,Tại ngày 31/12/2020VND,Tại ngày 31/12/2020VND_1,Tại ngày 01/01/2020VND,Tại ngày 01/01/2020VND_1,numeric__Tại ngày 31/12/2020VND,numeric__Tại ngày 31/12/2020VND_1,numeric__Tại ngày 01/01/2020VND,numeric__Tại ngày 01/01/2020VND_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",-,-,9.520.000,-,,,9520000.0,
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,11.112.788.526,-,10.769.282.457,-,11112788526.0,,10769282457.0,
Mỏ đá Xuân Hòa,Mỏ đá Xuân Hòa,Mỏ đá Xuân Hòa,6.207.427.186,-,5.863.921.117,-,6207427186.0,,5863921117.0,
Chuyển đổi công năng KCN Biên Hòa 1,Chuyển đổi công năng KCN Biên Hòa 1,Chuyển đổi công năng KCN Biên Hòa 1,3.833.608.907,-,3.833.608.907,-,3833608907.0,,3833608907.0,
Khác,Khác,Khác,1.071.752.433,-,1.071.752.433,-,1071752433.0,,1071752433.0,
Hàng hóa,Hàng hóa,Hàng hóa,912.685.117,-,223.363.736,-,912685117.0,,223363736.0,
Cộng,Cộng,Cộng,12.025.473.643,-,11.002.166.193,-,12025473643.0,,11002166193.0,
