row_label_raw,row_label_full,TÀI SẢN,Mã số,TM,Tại ngày 31/12/2020,Tại ngày 01/01/2020,numeric__Mã số,numeric__TM,numeric__Tại ngày 31/12/2020,numeric__Tại ngày 01/01/2020
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,1.117.692.215.037,1.204.820.731.387,100.0,,1117692215037.0,1204820731387.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,,31.889.335.434,184.163.534.227,110.0,,31889335434.0,184163534227.0
1. Tiền,1. Tiền,1. Tiền,111,4.1,31.889.335.434,184.163.534.227,111.0,41.0,31889335434.0,184163534227.0
II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,120,,957.895.000.000,900.833.000.000,120.0,,957895000000.0,900833000000.0
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,4.2,957.895.000.000,900.833.000.000,123.0,42.0,957895000000.0,900833000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,104.986.443.077,88.563.935.340,130.0,,104986443077.0,88563935340.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,4.3,46.989.438.002,32.228.127.996,131.0,43.0,46989438002.0,32228127996.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,4.4,1.194.712.320,1.753.679.850,132.0,44.0,1194712320.0,1753679850.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,4.5,63.651.819.480,58.106.598.687,136.0,45.0,63651819480.0,58106598687.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,4.6,(6.849.526.725),(3.524.471.193),137.0,46.0,-6849526725.0,-3524471193.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,,12.025.473.643,11.002.166.193,140.0,,12025473643.0,11002166193.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,4.7,12.025.473.643,11.002.166.193,141.0,47.0,12025473643.0,11002166193.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,10.895.962.883,20.258.095.627,150.0,,10895962883.0,20258095627.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,4.12,10.265.831.164,20.256.010.622,151.0,412.0,10265831164.0,20256010622.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,628.046.714,-,152.0,,628046714.0,
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,4.14,2.085.005,2.085.005,153.0,414.0,2085005.0,2085005.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,3.230.023.881.384,3.080.996.922.360,200.0,,3230023881384.0,3080996922360.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,1.276.538.000,1.231.515.500,210.0,,1276538000.0,1231515500.0
1. Trả trước cho người bán dài hạn,1. Trả trước cho người bán dài hạn,1. Trả trước cho người bán dài hạn,212,4.4,200.000.000,200.000.000,212.0,44.0,200000000.0,200000000.0
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,4.5,1.076.538.000,1.031.515.500,216.0,45.0,1076538000.0,1031515500.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,14.230.588.833,14.783.793.051,220.0,,14230588833.0,14783793051.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,4.8,4.185.612.729,4.062.501.151,221.0,48.0,4185612729.0,4062501151.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,13.471.218.202,12.486.698.202,222.0,,13471218202.0,12486698202.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(9.285.605.473),(8.424.197.051),223.0,,-9285605473.0,-8424197051.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,4.9,10.044.976.104,10.721.291.900,227.0,49.0,10044976104.0,10721291900.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,14.248.840.250,15.044.154.086,228.0,,14248840250.0,15044154086.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(4.203.864.146),(4.322.862.186),229.0,,-4203864146.0,-4322862186.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,4.10,3.391.369.071,6.126.842.533,230.0,410.0,3391369071.0,6126842533.0
1. Nguyên giá,1. Nguyên giá,1. Nguyên giá,231,,115.188.369.923,115.223.620.392,231.0,,115188369923.0,115223620392.0
2. Giá trị hao mòn lũy kế,2. Giá trị hao mòn lũy kế,2. Giá trị hao mòn lũy kế,232,,(111.797.000.852),(109.096.777.859),232.0,,-111797000852.0,-109096777859.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,27.689.155.124,5.178.123.066,240.0,,27689155124.0,5178123066.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,4.11,27.689.155.124,5.178.123.066,242.0,411.0,27689155124.0,5178123066.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,4.2,3.016.555.758.119,2.832.062.789.948,250.0,42.0,3016555758119.0,2832062789948.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,1.552.795.570.217,1.807.795.570.217,251.0,,1552795570217.0,1807795570217.0
