row_label_raw,row_label_full,col_0,Tại ngày 31/12/2020VND > Giá gốc,Tại ngày 31/12/2020VND > Giá trị hợp lý,Tại ngày 31/12/2020VND > Dự phòng,Tại ngày 01/01/2020VND > Giá gốc,Tại ngày 01/01/2020VND > Giá trị hợp lý,Tại ngày 01/01/2020VND > Dự phòng,numeric__Tại ngày 31/12/2020VND > Giá gốc,numeric__Tại ngày 31/12/2020VND > Giá trị hợp lý,numeric__Tại ngày 31/12/2020VND > Dự phòng,numeric__Tại ngày 01/01/2020VND > Giá gốc,numeric__Tại ngày 01/01/2020VND > Giá trị hợp lý,numeric__Tại ngày 01/01/2020VND > Dự phòng
Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,,,,,,
Công ty Cổ phần Sonadezi,Công ty Cổ phần Sonadezi,Công ty Cổ phần Sonadezi,,,,,,,,,,,,
Giang Điền,Công ty Cổ phần Sonadezi > Giang Điền,Giang Điền,255.000.000.000,(*),-,-,-,-,255000000000.0,,,,,
Công ty Cổ phần Sonadezi,Công ty Cổ phần Sonadezi,Công ty Cổ phần Sonadezi,,,,,,,,,,,,
Long Bình,Công ty Cổ phần Sonadezi > Long Bình,Long Bình,172.866.022.000,471.478.000.000,-,172.866.022.000,414.623.300.000,-,172866022000.0,471478000000.0,,172866022000.0,414623300000.0,
Công ty Cổ phần Sonadezi,Công ty Cổ phần Sonadezi,Công ty Cổ phần Sonadezi,,,,,,,,,,,,
Châu Đức,Công ty Cổ phần Sonadezi > Châu Đức,Châu Đức,488.352.527.264,1.498.880.000.000,-,488.352.527.264,829.068.000.000,-,488352527264.0,1498880000000.0,,488352527264.0,829068000000.0,
Công ty Cổ phần Đầu tư,Công ty Cổ phần Đầu tư,Công ty Cổ phần Đầu tư,,,,,,,,,,,,
Quốc lộ 91 Cần Thơ - An Giang,Công ty Cổ phần Đầu tư > Quốc lộ 91 Cần Thơ - An Giang,Quốc lộ 91 Cần Thơ - An Giang,112.000.000.000,(*),-,112.000.000.000,(*),(4.202.589.755),112000000000.0,,,112000000000.0,,-4202589755.0
Công ty Cổ phần Sonadezi,Công ty Cổ phần Sonadezi,Công ty Cổ phần Sonadezi,,,,,,,,,,,,
Bình Thuận,Công ty Cổ phần Sonadezi > Bình Thuận,Bình Thuận,168.000.000.000,(*),-,-,-,-,168000000000.0,,,,,
Trường Cao đẳng Công nghệ,Trường Cao đẳng Công nghệ,Trường Cao đẳng Công nghệ,,,,,,,,,,,,
và Quản trị Sonadezi,Trường Cao đẳng Công nghệ > và Quản trị Sonadezi,và Quản trị Sonadezi,33.436.575.595,(*),-,33.436.575.595,(*),(2.293.338.660),33436575595.0,,,33436575595.0,,-2293338660.0
Công ty Cổ phần Sonadezi,Công ty Cổ phần Sonadezi,Công ty Cổ phần Sonadezi,,,,,,,,,,,,
An Bình,Công ty Cổ phần Sonadezi > An Bình,An Bình,29.841.520.005,(*),-,29.841.520.005,(*),-,29841520005.0,,,29841520005.0,,
Công ty Cổ phần Kinh doanh nhà,Công ty Cổ phần Kinh doanh nhà,Công ty Cổ phần Kinh doanh nhà,,,,,,,,,,,,
Đồng Nai,Công ty Cổ phần Kinh doanh nhà > Đồng Nai,Đồng Nai,21.578.551.008,(*),-,21.578.551.008,(*),-,21578551008.0,,,21578551008.0,,
Công ty Cổ phần Xây dựng,Công ty Cổ phần Xây dựng,Công ty Cổ phần Xây dựng,,,,,,,,,,,,
Đồng Nai,Công ty Cổ phần Xây dựng > Đồng Nai,Đồng Nai,11.651.533.280,(*),-,12.524.493.524,(*),-,11651533280.0,,,12524493524.0,,
Công ty Cổ phần Dịch vụ Sonadezi,Công ty Cổ phần Xây dựng > Công ty Cổ phần Dịch vụ Sonadezi,Công ty Cổ phần Dịch vụ Sonadezi,12.600.000.000,21.000.000.000,-,12.600.000.000,19.500.000.000,-,12600000000.0,21000000000.0,,12600000000.0,19500000000.0,
Công ty Cổ phần Sơn Đồng Nai,Công ty Cổ phần Xây dựng > Công ty Cổ phần Sơn Đồng Nai,Công ty Cổ phần Sơn Đồng Nai,10.295.294.400,13.575.211.200,-,10.295.294.400,13.119.667.200,-,10295294400.0,13575211200.0,,10295294400.0,13119667200.0,
Công ty Cổ phần Xây dựng Dân,Công ty Cổ phần Xây dựng Dân,Công ty Cổ phần Xây dựng Dân,,,,,,,,,,,,
dụng Công nghiệp Số 1 - Đồng Nai,Công ty Cổ phần Xây dựng Dân > dụng Công nghiệp Số 1 - Đồng Nai,dụng Công nghiệp Số 1 - Đồng Nai,7.489.690.056,(*),-,7.489.690.056,(*),-,7489690056.0,,,7489690056.0,,
Cộng,Công ty Cổ phần Xây dựng Dân > Cộng,Cộng,1.323.111.713.608,,-,900.984.673.852,,(6.495.928.415),1323111713608.0,,,900984673852.0,,-6495928415.0
