row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,22.571.980.785.986,22.983.405.092.110,,100.0,,22571980785986.0,22983405092110.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,10.963.329.410.857,8.193.082.828.802,,110.0,4.0,10963329410857.0,8193082828802.0
1,1,1,Tiền,111,,269.329.410.857,659.082.828.802,,111.0,,269329410857.0,659082828802.0
2,2,2,Các khoản tương đương tiền,112,,10.694.000.000.000,7.534.000.000.000,,112.0,,10694000000000.0,7534000000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5,1.245.907.811.811,74.881.839.297,,120.0,5.0,1245907811811.0,74881839297.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,,1.245.907.811.811,74.881.839.297,,123.0,,1245907811811.0,74881839297.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,8.489.431.323.493,11.467.265.822.090,,130.0,,8489431323493.0,11467265822090.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,7.856.059.942.835,9.711.124.913.702,,131.0,6.0,7856059942835.0,9711124913702.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,259.993.746.013,1.237.686.127.499,,132.0,7.0,259993746013.0,1237686127499.0
3.,3.,3.,Phải thu ngắn hạn khác,136,8,840.806.434.358,1.004.475.577.808,,136.0,8.0,840806434358.0,1004475577808.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,9,(467.428.799.713),(486.020.796.919),,137.0,9.0,-467428799713.0,-486020796919.0
IV.,IV.,IV.,Hàng tồn kho,140,10,1.421.935.513.404,1.861.524.471.689,,140.0,10.0,1421935513404.0,1861524471689.0
1.,1.,1.,Hàng tồn kho,141,,1.421.935.513.404,1.861.524.471.689,,141.0,,1421935513404.0,1861524471689.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,451.376.726.421,1.386.650.130.232,,150.0,,451376726421.0,1386650130232.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,11,95.594.789.340,68.079.411.255,,151.0,11.0,95594789340.0,68079411255.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,337.680.246.053,1.318.570.718.977,,152.0,,337680246053.0,1318570718977.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,19,18.101.691.028,-,,153.0,19.0,18101691028.0,
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,45.568.162.173.569,36.124.486.800.742,,200.0,,45568162173569.0,36124486800742.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,315.303.000,404.167.000,,210.0,,315303000.0,404167000.0
1.,1.,1.,Phải thu dài hạn khác,216,8,315.303.000,404.167.000,,216.0,8.0,315303000.0,404167000.0
II.,II.,II.,Tài sản cố định,220,,16.483.960.425.716,18.023.789.816.120,,220.0,,16483960425716.0,18023789816120.0
1.,1.,1.,Tài sản cố định hữu hình,221,12,16.454.863.740.665,18.006.469.931.400,,221.0,12.0,16454863740665.0,18006469931400.0
,,,- Nguyên giá,222,,47.309.957.247.511,47.256.229.178.594,,222.0,,47309957247511.0,47256229178594.0
,,,- Giá trị hao mòn lũy kế,223,,(30.855.093.506.846),(29.249.759.247.194),,223.0,,-30855093506846.0,-29249759247194.0
2.,2.,2.,Tài sản cố định vô hình,227,13,29.096.685.051,17.319.884.720,,227.0,13.0,29096685051.0,17319884720.0
,,,- Nguyên giá,228,,85.227.737.203,70.205.520.203,,228.0,,85227737203.0,70205520203.0
,,,- Giá trị hao mòn lũy kế,229,,(56.131.052.152),(52.885.635.483),,229.0,,-56131052152.0,-52885635483.0
III.,III.,III.,Tài sản dở dang dài hạn,240,,19.704.423.069.393,8.991.987.362.897,,240.0,,19704423069393.0,8991987362897.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,14,19.704.423.069.393,8.991.987.362.897,,242.0,14.0,19704423069393.0,8991987362897.0
IV.,IV.,IV.,Đầu tư tài chính dài hạn,,5,5.815.270.223.256,5.777.641.870.337,,,5.0,5815270223256.0,5777641870337.0
1.,1.,1.,Đầu tư vào công ty con,251,,5.101.578.439.397,5.058.738.439.397,,251.0,,5101578439397.0,5058738439397.0
2.,2.,2.,Đầu tư vào công ty liên kết,252,,62.887.500.000,365.182.801.000,,252.0,,62887500000.0,365182801000.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,,696.610.757.500,394.315.456.500,,253.0,,696610757500.0,394315456500.0
4.,4.,4.,Dự phòng đầu tư tài chính dài hạn,254,,(45.806.473.641),(40.594.826.560),,254.0,,-45806473641.0,-40594826560.0
V.,V.,V.,Tài sản dài hạn khác,260,,3.564.193.152.204,3.330.663.584.388,,260.0,,3564193152204.0,3330663584388.0
1.,1.,1.,Chi phí trả trước dài hạn,261,11,2.885.679.326.770,2.633.405.496.640,,261.0,11.0,2885679326770.0,2633405496640.0
2.,2.,2.,Tài sản thuê thu nhập hoãn lại,262,15,76.335.415.657,76.335.415.657,,262.0,15.0,76335415657.0,76335415657.0
3.,3.,3.,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,16,602.178.409.777,620.922.672.091,,263.0,16.0,602178409777.0,620922672091.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,68.140.142.959.555,59.107.891.892.852,,270.0,,68140142959555.0,59107891892852.0
